user_id,quiz_id,score,total_marks,percentage,status
26,260,17,20,85.0,Pass
27,261,16,20,80.0,Pass
27,262,11,20,55.0,Pass
27,263,17,20,85.0,Pass
27,264,11,20,55.0,Pass
27,265,8,20,40.0,Fail
27,266,9,20,45.0,Fail
27,267,19,20,95.0,Pass
27,268,18,20,90.0,Pass
27,269,8,20,40.0,Fail
27,270,11,20,55.0,Pass
28,271,9,20,45.0,Fail
28,272,8,20,40.0,Fail
28,273,13,20,65.0,Pass
28,274,9,20,45.0,Fail
28,275,16,20,80.0,Pass
28,276,11,20,55.0,Pass
28,277,12,20,60.0,Pass
28,278,18,20,90.0,Pass
28,279,15,20,75.0,Pass
28,280,11,20,55.0,Pass
29,281,16,20,80.0,Pass
29,282,10,20,50.0,Pass
29,283,19,20,95.0,Pass
29,284,17,20,85.0,Pass
29,285,17,20,85.0,Pass
29,286,15,20,75.0,Pass
29,287,11,20,55.0,Pass
29,288,20,20,100.0,Pass
29,289,15,20,75.0,Pass
29,290,20,20,100.0,Pass
30,291,14,20,70.0,Pass
30,292,11,20,55.0,Pass
30,293,9,20,45.0,Fail
30,294,9,20,45.0,Fail
30,295,18,20,90.0,Pass
30,296,14,20,70.0,Pass
30,297,13,20,65.0,Pass
30,298,14,20,70.0,Pass
30,299,14,20,70.0,Pass
30,300,15,20,75.0,Pass
31,301,19,20,95.0,Pass
31,302,8,20,40.0,Fail
31,303,18,20,90.0,Pass
31,304,18,20,90.0,Pass
31,305,18,20,90.0,Pass
31,306,9,20,45.0,Fail
31,307,8,20,40.0,Fail
31,308,14,20,70.0,Pass
31,309,19,20,95.0,Pass
31,310,13,20,65.0,Pass
32,311,20,20,100.0,Pass
32,312,9,20,45.0,Fail
32,313,11,20,55.0,Pass
32,314,11,20,55.0,Pass
32,315,11,20,55.0,Pass
32,316,16,20,80.0,Pass
32,317,15,20,75.0,Pass
32,318,10,20,50.0,Pass
32,319,14,20,70.0,Pass
32,320,10,20,50.0,Pass
33,321,12,20,60.0,Pass
33,322,15,20,75.0,Pass
33,323,11,20,55.0,Pass
33,324,9,20,45.0,Fail
33,325,15,20,75.0,Pass
33,326,20,20,100.0,Pass
33,327,16,20,80.0,Pass
33,328,9,20,45.0,Fail
33,329,8,20,40.0,Fail
33,330,18,20,90.0,Pass
34,331,16,20,80.0,Pass
34,332,8,20,40.0,Fail
34,333,9,20,45.0,Fail
34,334,20,20,100.0,Pass
34,335,11,20,55.0,Pass
34,336,10,20,50.0,Pass
34,337,14,20,70.0,Pass
34,338,15,20,75.0,Pass
34,339,15,20,75.0,Pass
34,340,11,20,55.0,Pass
35,341,14,20,70.0,Pass
35,342,8,20,40.0,Fail
35,343,10,20,50.0,Pass
35,344,14,20,70.0,Pass
35,345,8,20,40.0,Fail
35,346,14,20,70.0,Pass
35,347,12,20,60.0,Pass
35,348,20,20,100.0,Pass
35,349,20,20,100.0,Pass
35,350,15,20,75.0,Pass
36,351,12,20,60.0,Pass
36,352,14,20,70.0,Pass
36,353,19,20,95.0,Pass
36,354,19,20,95.0,Pass
36,355,20,20,100.0,Pass
36,356,16,20,80.0,Pass
36,357,18,20,90.0,Pass
36,358,19,20,95.0,Pass
36,359,15,20,75.0,Pass
36,360,10,20,50.0,Pass
37,361,11,20,55.0,Pass
37,362,12,20,60.0,Pass
37,363,11,20,55.0,Pass
37,364,8,20,40.0,Fail
37,365,17,20,85.0,Pass
37,366,19,20,95.0,Pass
37,367,16,20,80.0,Pass
37,368,8,20,40.0,Fail
37,369,19,20,95.0,Pass
37,370,13,20,65.0,Pass
38,371,8,20,40.0,Fail
38,372,8,20,40.0,Fail
38,373,17,20,85.0,Pass
38,374,15,20,75.0,Pass
38,375,16,20,80.0,Pass
38,376,16,20,80.0,Pass
38,377,10,20,50.0,Pass
38,378,8,20,40.0,Fail
38,379,16,20,80.0,Pass
38,380,9,20,45.0,Fail
39,381,10,20,50.0,Pass
39,382,9,20,45.0,Fail
39,383,17,20,85.0,Pass
39,384,9,20,45.0,Fail
39,385,18,20,90.0,Pass
39,386,11,20,55.0,Pass
39,387,14,20,70.0,Pass
39,388,9,20,45.0,Fail
39,389,17,20,85.0,Pass
39,390,11,20,55.0,Pass
40,391,17,20,85.0,Pass
40,392,17,20,85.0,Pass
40,393,8,20,40.0,Fail
40,394,17,20,85.0,Pass
40,395,9,20,45.0,Fail
40,396,14,20,70.0,Pass
40,397,18,20,90.0,Pass
40,398,17,20,85.0,Pass
40,399,17,20,85.0,Pass
40,400,16,20,80.0,Pass
41,401,13,20,65.0,Pass
41,402,12,20,60.0,Pass
41,403,11,20,55.0,Pass
41,404,18,20,90.0,Pass
41,405,19,20,95.0,Pass
41,406,13,20,65.0,Pass
41,407,11,20,55.0,Pass
41,408,12,20,60.0,Pass
41,409,14,20,70.0,Pass
41,410,10,20,50.0,Pass
42,411,18,20,90.0,Pass
42,412,18,20,90.0,Pass
42,413,12,20,60.0,Pass
42,414,15,20,75.0,Pass
42,415,13,20,65.0,Pass
42,416,20,20,100.0,Pass
42,417,9,20,45.0,Fail
42,418,8,20,40.0,Fail
42,419,15,20,75.0,Pass
42,420,17,20,85.0,Pass
43,421,17,20,85.0,Pass
43,422,9,20,45.0,Fail
43,423,9,20,45.0,Fail
43,424,16,20,80.0,Pass
43,425,11,20,55.0,Pass
43,426,16,20,80.0,Pass
43,427,12,20,60.0,Pass
43,428,10,20,50.0,Pass
43,429,13,20,65.0,Pass
43,430,9,20,45.0,Fail
44,431,11,20,55.0,Pass
44,432,13,20,65.0,Pass
44,433,12,20,60.0,Pass
44,434,10,20,50.0,Pass
44,435,15,20,75.0,Pass
44,436,16,20,80.0,Pass
44,437,19,20,95.0,Pass
44,438,12,20,60.0,Pass
44,439,17,20,85.0,Pass
44,440,20,20,100.0,Pass
45,441,18,20,90.0,Pass
45,442,16,20,80.0,Pass
45,443,8,20,40.0,Fail
45,444,18,20,90.0,Pass
45,445,16,20,80.0,Pass
45,446,12,20,60.0,Pass
45,447,18,20,90.0,Pass
45,448,9,20,45.0,Fail
45,449,10,20,50.0,Pass
45,450,12,20,60.0,Pass
46,451,9,20,45.0,Fail
46,452,9,20,45.0,Fail
46,453,19,20,95.0,Pass
46,454,16,20,80.0,Pass
46,455,10,20,50.0,Pass
46,456,12,20,60.0,Pass
46,457,12,20,60.0,Pass
46,458,17,20,85.0,Pass
46,459,11,20,55.0,Pass
46,460,19,20,95.0,Pass
47,461,13,20,65.0,Pass
47,462,11,20,55.0,Pass
47,463,18,20,90.0,Pass
47,464,18,20,90.0,Pass
47,465,12,20,60.0,Pass
47,466,16,20,80.0,Pass
47,467,15,20,75.0,Pass
47,468,12,20,60.0,Pass
47,469,8,20,40.0,Fail
47,470,9,20,45.0,Fail
48,471,18,20,90.0,Pass
48,472,14,20,70.0,Pass
48,473,12,20,60.0,Pass
48,474,8,20,40.0,Fail
48,475,8,20,40.0,Fail
48,476,13,20,65.0,Pass
48,477,20,20,100.0,Pass
48,478,10,20,50.0,Pass
48,479,18,20,90.0,Pass
48,480,12,20,60.0,Pass
49,481,10,20,50.0,Pass
49,482,19,20,95.0,Pass
49,483,15,20,75.0,Pass
49,484,16,20,80.0,Pass
49,485,19,20,95.0,Pass
49,486,14,20,70.0,Pass
49,487,16,20,80.0,Pass
49,488,8,20,40.0,Fail
49,489,9,20,45.0,Fail
49,490,9,20,45.0,Fail
50,491,19,20,95.0,Pass
50,492,10,20,50.0,Pass
50,493,16,20,80.0,Pass
50,494,8,20,40.0,Fail
50,495,13,20,65.0,Pass
50,496,17,20,85.0,Pass
50,497,16,20,80.0,Pass
50,498,10,20,50.0,Pass
50,499,14,20,70.0,Pass
50,500,10,20,50.0,Pass
51,501,8,20,40.0,Fail
51,502,12,20,60.0,Pass
51,503,13,20,65.0,Pass
51,504,20,20,100.0,Pass
51,505,8,20,40.0,Fail
51,506,13,20,65.0,Pass
51,507,11,20,55.0,Pass
51,508,18,20,90.0,Pass
51,509,11,20,55.0,Pass
51,510,18,20,90.0,Pass
52,511,9,20,45.0,Fail
52,512,13,20,65.0,Pass
52,513,20,20,100.0,Pass
52,514,16,20,80.0,Pass
52,515,14,20,70.0,Pass
52,516,17,20,85.0,Pass
52,517,19,20,95.0,Pass
52,518,10,20,50.0,Pass
52,519,11,20,55.0,Pass
52,520,10,20,50.0,Pass
53,521,20,20,100.0,Pass
53,522,20,20,100.0,Pass
53,523,10,20,50.0,Pass
53,524,14,20,70.0,Pass
53,525,8,20,40.0,Fail
53,526,10,20,50.0,Pass
53,527,19,20,95.0,Pass
53,528,13,20,65.0,Pass
53,529,20,20,100.0,Pass
53,530,14,20,70.0,Pass
54,531,20,20,100.0,Pass
54,532,18,20,90.0,Pass
54,533,19,20,95.0,Pass
54,534,20,20,100.0,Pass
54,535,11,20,55.0,Pass
54,536,12,20,60.0,Pass
54,537,10,20,50.0,Pass
54,538,20,20,100.0,Pass
54,539,19,20,95.0,Pass
54,540,9,20,45.0,Fail
55,541,14,20,70.0,Pass
55,542,8,20,40.0,Fail
55,543,15,20,75.0,Pass
55,544,11,20,55.0,Pass
55,545,11,20,55.0,Pass
55,546,15,20,75.0,Pass
55,547,13,20,65.0,Pass
55,548,12,20,60.0,Pass
55,549,20,20,100.0,Pass
55,550,11,20,55.0,Pass
56,551,11,20,55.0,Pass
56,552,8,20,40.0,Fail
56,553,18,20,90.0,Pass
56,554,11,20,55.0,Pass
56,555,14,20,70.0,Pass
56,556,13,20,65.0,Pass
56,557,12,20,60.0,Pass
56,558,9,20,45.0,Fail
56,559,20,20,100.0,Pass
56,560,12,20,60.0,Pass
57,561,13,20,65.0,Pass
57,562,18,20,90.0,Pass
57,563,16,20,80.0,Pass
57,564,14,20,70.0,Pass
57,565,18,20,90.0,Pass
57,566,16,20,80.0,Pass
57,567,13,20,65.0,Pass
57,568,8,20,40.0,Fail
57,569,9,20,45.0,Fail
57,570,12,20,60.0,Pass
58,571,10,20,50.0,Pass
58,572,17,20,85.0,Pass
58,573,12,20,60.0,Pass
58,574,8,20,40.0,Fail
58,575,9,20,45.0,Fail
58,576,17,20,85.0,Pass
58,577,14,20,70.0,Pass
58,578,13,20,65.0,Pass
58,579,19,20,95.0,Pass
58,580,20,20,100.0,Pass
59,581,13,20,65.0,Pass
59,582,14,20,70.0,Pass
59,583,17,20,85.0,Pass
59,584,16,20,80.0,Pass
59,585,9,20,45.0,Fail
59,586,14,20,70.0,Pass
59,587,17,20,85.0,Pass
59,588,11,20,55.0,Pass
59,589,12,20,60.0,Pass
59,590,8,20,40.0,Fail
60,591,19,20,95.0,Pass
60,592,14,20,70.0,Pass
60,593,8,20,40.0,Fail
60,594,16,20,80.0,Pass
60,595,20,20,100.0,Pass
60,596,16,20,80.0,Pass
60,597,18,20,90.0,Pass
60,598,19,20,95.0,Pass
60,599,19,20,95.0,Pass
60,600,19,20,95.0,Pass
61,601,18,20,90.0,Pass
61,602,11,20,55.0,Pass
61,603,13,20,65.0,Pass
61,604,14,20,70.0,Pass
61,605,9,20,45.0,Fail
61,606,18,20,90.0,Pass
61,607,13,20,65.0,Pass
61,608,17,20,85.0,Pass
61,609,13,20,65.0,Pass
61,610,18,20,90.0,Pass
62,611,9,20,45.0,Fail
62,612,19,20,95.0,Pass
62,613,12,20,60.0,Pass
62,614,16,20,80.0,Pass
62,615,12,20,60.0,Pass
62,616,18,20,90.0,Pass
62,617,14,20,70.0,Pass
62,618,13,20,65.0,Pass
62,619,14,20,70.0,Pass
62,620,19,20,95.0,Pass
63,621,12,20,60.0,Pass
63,622,16,20,80.0,Pass
63,623,10,20,50.0,Pass
63,624,11,20,55.0,Pass
63,625,14,20,70.0,Pass
63,626,18,20,90.0,Pass
63,627,14,20,70.0,Pass
63,628,18,20,90.0,Pass
63,629,19,20,95.0,Pass
63,630,10,20,50.0,Pass
64,631,17,20,85.0,Pass
64,632,17,20,85.0,Pass
64,633,12,20,60.0,Pass
64,634,14,20,70.0,Pass
64,635,16,20,80.0,Pass
64,636,8,20,40.0,Fail
64,637,12,20,60.0,Pass
64,638,12,20,60.0,Pass
64,639,11,20,55.0,Pass
64,640,14,20,70.0,Pass
65,641,20,20,100.0,Pass
65,642,17,20,85.0,Pass
65,643,17,20,85.0,Pass
65,644,18,20,90.0,Pass
65,645,13,20,65.0,Pass
65,646,15,20,75.0,Pass
65,647,15,20,75.0,Pass
65,648,15,20,75.0,Pass
65,649,18,20,90.0,Pass
65,650,11,20,55.0,Pass
66,651,16,20,80.0,Pass
66,652,15,20,75.0,Pass
66,653,20,20,100.0,Pass
66,654,20,20,100.0,Pass
66,655,19,20,95.0,Pass
66,656,10,20,50.0,Pass
66,657,18,20,90.0,Pass
66,658,9,20,45.0,Fail
66,659,12,20,60.0,Pass
66,660,16,20,80.0,Pass
67,661,18,20,90.0,Pass
67,662,18,20,90.0,Pass
67,663,17,20,85.0,Pass
67,664,13,20,65.0,Pass
67,665,9,20,45.0,Fail
67,666,20,20,100.0,Pass
67,667,11,20,55.0,Pass
67,668,18,20,90.0,Pass
67,669,12,20,60.0,Pass
67,670,11,20,55.0,Pass
68,671,20,20,100.0,Pass
68,672,11,20,55.0,Pass
68,673,10,20,50.0,Pass
68,674,8,20,40.0,Fail
68,675,8,20,40.0,Fail
68,676,11,20,55.0,Pass
68,677,15,20,75.0,Pass
68,678,17,20,85.0,Pass
68,679,20,20,100.0,Pass
68,680,9,20,45.0,Fail
69,681,15,20,75.0,Pass
69,682,14,20,70.0,Pass
69,683,18,20,90.0,Pass
69,684,17,20,85.0,Pass
69,685,11,20,55.0,Pass
69,686,19,20,95.0,Pass
69,687,19,20,95.0,Pass
69,688,14,20,70.0,Pass
69,689,15,20,75.0,Pass
69,690,14,20,70.0,Pass
70,691,11,20,55.0,Pass
70,692,10,20,50.0,Pass
70,693,18,20,90.0,Pass
70,694,19,20,95.0,Pass
70,695,8,20,40.0,Fail
70,696,20,20,100.0,Pass
70,697,20,20,100.0,Pass
70,698,9,20,45.0,Fail
70,699,20,20,100.0,Pass
70,700,14,20,70.0,Pass
71,701,11,20,55.0,Pass
71,702,10,20,50.0,Pass
71,703,20,20,100.0,Pass
71,704,19,20,95.0,Pass
71,705,16,20,80.0,Pass
71,706,15,20,75.0,Pass
71,707,8,20,40.0,Fail
71,708,16,20,80.0,Pass
71,709,11,20,55.0,Pass
71,710,9,20,45.0,Fail
72,711,15,20,75.0,Pass
72,712,10,20,50.0,Pass
72,713,20,20,100.0,Pass
72,714,15,20,75.0,Pass
72,715,18,20,90.0,Pass
72,716,16,20,80.0,Pass
72,717,16,20,80.0,Pass
72,718,17,20,85.0,Pass
72,719,13,20,65.0,Pass
72,720,20,20,100.0,Pass
73,721,15,20,75.0,Pass
73,722,17,20,85.0,Pass
73,723,19,20,95.0,Pass
73,724,16,20,80.0,Pass
73,725,14,20,70.0,Pass
73,726,16,20,80.0,Pass
73,727,15,20,75.0,Pass
73,728,10,20,50.0,Pass
73,729,19,20,95.0,Pass
73,730,15,20,75.0,Pass
74,731,15,20,75.0,Pass
74,732,12,20,60.0,Pass
74,733,20,20,100.0,Pass
74,734,11,20,55.0,Pass
74,735,18,20,90.0,Pass
74,736,12,20,60.0,Pass
74,737,20,20,100.0,Pass
74,738,20,20,100.0,Pass
74,739,16,20,80.0,Pass
74,740,15,20,75.0,Pass
75,741,18,20,90.0,Pass
75,742,11,20,55.0,Pass
75,743,12,20,60.0,Pass
75,744,15,20,75.0,Pass
75,745,9,20,45.0,Fail
75,746,19,20,95.0,Pass
75,747,12,20,60.0,Pass
75,748,11,20,55.0,Pass
75,749,12,20,60.0,Pass
75,750,13,20,65.0,Pass
76,751,13,20,65.0,Pass
76,752,16,20,80.0,Pass
76,753,9,20,45.0,Fail
76,754,10,20,50.0,Pass
76,755,10,20,50.0,Pass
76,756,11,20,55.0,Pass
76,757,14,20,70.0,Pass
76,758,19,20,95.0,Pass
76,759,10,20,50.0,Pass
76,760,19,20,95.0,Pass
77,761,11,20,55.0,Pass
77,762,9,20,45.0,Fail
77,763,14,20,70.0,Pass
77,764,14,20,70.0,Pass
77,765,13,20,65.0,Pass
77,766,16,20,80.0,Pass
77,767,15,20,75.0,Pass
77,768,14,20,70.0,Pass
77,769,8,20,40.0,Fail
77,770,11,20,55.0,Pass
78,771,14,20,70.0,Pass
78,772,14,20,70.0,Pass
78,773,20,20,100.0,Pass
78,774,17,20,85.0,Pass
78,775,19,20,95.0,Pass
78,776,8,20,40.0,Fail
78,777,20,20,100.0,Pass
78,778,17,20,85.0,Pass
78,779,14,20,70.0,Pass
78,780,15,20,75.0,Pass
79,781,8,20,40.0,Fail
79,782,13,20,65.0,Pass
79,783,12,20,60.0,Pass
79,784,20,20,100.0,Pass
79,785,14,20,70.0,Pass
79,786,14,20,70.0,Pass
79,787,16,20,80.0,Pass
79,788,19,20,95.0,Pass
79,789,19,20,95.0,Pass
79,790,16,20,80.0,Pass
80,791,20,20,100.0,Pass
80,792,17,20,85.0,Pass
80,793,11,20,55.0,Pass
80,794,15,20,75.0,Pass
80,795,11,20,55.0,Pass
80,796,12,20,60.0,Pass
80,797,14,20,70.0,Pass
80,798,15,20,75.0,Pass
80,799,8,20,40.0,Fail
80,800,14,20,70.0,Pass
81,801,13,20,65.0,Pass
81,802,18,20,90.0,Pass
81,803,18,20,90.0,Pass
81,804,20,20,100.0,Pass
81,805,14,20,70.0,Pass
81,806,19,20,95.0,Pass
81,807,10,20,50.0,Pass
81,808,15,20,75.0,Pass
81,809,10,20,50.0,Pass
81,810,17,20,85.0,Pass
82,811,16,20,80.0,Pass
82,812,8,20,40.0,Fail
82,813,14,20,70.0,Pass
82,814,17,20,85.0,Pass
82,815,17,20,85.0,Pass
82,816,18,20,90.0,Pass
82,817,8,20,40.0,Fail
82,818,9,20,45.0,Fail
82,819,18,20,90.0,Pass
82,820,14,20,70.0,Pass
83,821,10,20,50.0,Pass
83,822,15,20,75.0,Pass
83,823,10,20,50.0,Pass
83,824,8,20,40.0,Fail
83,825,12,20,60.0,Pass
83,826,14,20,70.0,Pass
83,827,13,20,65.0,Pass
83,828,11,20,55.0,Pass
83,829,15,20,75.0,Pass
83,830,13,20,65.0,Pass
84,831,13,20,65.0,Pass
84,832,20,20,100.0,Pass
84,833,14,20,70.0,Pass
84,834,12,20,60.0,Pass
84,835,20,20,100.0,Pass
84,836,14,20,70.0,Pass
84,837,12,20,60.0,Pass
84,838,9,20,45.0,Fail
84,839,15,20,75.0,Pass
84,840,8,20,40.0,Fail
85,841,19,20,95.0,Pass
85,842,16,20,80.0,Pass
85,843,8,20,40.0,Fail
85,844,13,20,65.0,Pass
85,845,11,20,55.0,Pass
85,846,18,20,90.0,Pass
85,847,9,20,45.0,Fail
85,848,20,20,100.0,Pass
85,849,18,20,90.0,Pass
85,850,8,20,40.0,Fail
86,851,20,20,100.0,Pass
86,852,8,20,40.0,Fail
86,853,11,20,55.0,Pass
86,854,11,20,55.0,Pass
86,855,8,20,40.0,Fail
86,856,17,20,85.0,Pass
86,857,10,20,50.0,Pass
86,858,11,20,55.0,Pass
86,859,10,20,50.0,Pass
86,860,15,20,75.0,Pass
87,861,18,20,90.0,Pass
87,862,9,20,45.0,Fail
87,863,17,20,85.0,Pass
87,864,11,20,55.0,Pass
87,865,15,20,75.0,Pass
87,866,19,20,95.0,Pass
87,867,12,20,60.0,Pass
87,868,20,20,100.0,Pass
87,869,13,20,65.0,Pass
87,870,10,20,50.0,Pass
88,871,17,20,85.0,Pass
88,872,17,20,85.0,Pass
