user_id,percentage,Student_Rank
53,100.00,1
53,100.00,1
54,100.00,1
54,100.00,1
54,100.00,1
55,100.00,1
56,100.00,1
58,100.00,1
60,100.00,1
65,100.00,1
66,100.00,1
66,100.00,1
67,100.00,1
68,100.00,1
68,100.00,1
70,100.00,1
70,100.00,1
70,100.00,1
71,100.00,1
72,100.00,1
72,100.00,1
74,100.00,1
74,100.00,1
74,100.00,1
78,100.00,1
78,100.00,1
79,100.00,1
80,100.00,1
81,100.00,1
84,100.00,1
84,100.00,1
85,100.00,1
86,100.00,1
87,100.00,1
88,100.00,1
90,100.00,1
90,100.00,1
91,100.00,1
91,100.00,1
94,100.00,1
94,100.00,1
95,100.00,1
97,100.00,1
98,100.00,1
99,100.00,1
102,100.00,1
103,100.00,1
106,100.00,1
108,100.00,1
109,100.00,1
109,100.00,1
110,100.00,1
111,100.00,1
114,100.00,1
114,100.00,1
115,100.00,1
116,100.00,1
119,100.00,1
120,100.00,1
120,100.00,1
123,100.00,1
124,100.00,1
125,100.00,1
125,100.00,1
127,100.00,1
130,100.00,1
131,100.00,1
131,100.00,1
133,100.00,1
134,100.00,1
134,100.00,1
135,100.00,1
137,100.00,1
139,100.00,1
140,100.00,1
141,100.00,1
142,100.00,1
144,100.00,1
148,100.00,1
149,100.00,1
149,100.00,1
149,100.00,1
150,100.00,1
150,100.00,1
151,100.00,1
153,100.00,1
154,100.00,1
154,100.00,1
154,100.00,1
155,100.00,1
155,100.00,1
165,100.00,1
165,100.00,1
165,100.00,1
166,100.00,1
166,100.00,1
167,100.00,1
168,100.00,1
168,100.00,1
170,100.00,1
171,100.00,1
175,100.00,1
175,100.00,1
178,100.00,1
180,100.00,1
182,100.00,1
182,100.00,1
183,100.00,1
184,100.00,1
187,100.00,1
188,100.00,1
189,100.00,1
191,100.00,1
192,100.00,1
193,100.00,1
196,100.00,1
198,100.00,1
199,100.00,1
200,100.00,1
200,100.00,1
201,100.00,1
201,100.00,1
201,100.00,1
203,100.00,1
205,100.00,1
206,100.00,1
207,100.00,1
209,100.00,1
210,100.00,1
213,100.00,1
215,100.00,1
216,100.00,1
216,100.00,1
217,100.00,1
218,100.00,1
218,100.00,1
219,100.00,1
219,100.00,1
220,100.00,1
220,100.00,1
221,100.00,1
221,100.00,1
222,100.00,1
223,100.00,1
226,100.00,1
227,100.00,1
229,100.00,1
230,100.00,1
233,100.00,1
234,100.00,1
235,100.00,1
235,100.00,1
236,100.00,1
237,100.00,1
237,100.00,1
238,100.00,1
239,100.00,1
240,100.00,1
240,100.00,1
241,100.00,1
242,100.00,1
245,100.00,1
246,100.00,1
247,100.00,1
247,100.00,1
249,100.00,1
251,100.00,1
253,100.00,1
254,100.00,1
255,100.00,1
255,100.00,1
256,100.00,1
257,100.00,1
259,100.00,1
259,100.00,1
264,100.00,1
264,100.00,1
266,100.00,1
266,100.00,1
268,100.00,1
271,100.00,1
274,100.00,1
276,100.00,1
277,100.00,1
277,100.00,1
279,100.00,1
282,100.00,1
283,100.00,1
283,100.00,1
284,100.00,1
286,100.00,1
289,100.00,1
289,100.00,1
290,100.00,1
291,100.00,1
293,100.00,1
293,100.00,1
297,100.00,1
298,100.00,1
298,100.00,1
300,100.00,1
302,100.00,1
303,100.00,1
304,100.00,1
306,100.00,1
308,100.00,1
311,100.00,1
311,100.00,1
311,100.00,1
311,100.00,1
312,100.00,1
315,100.00,1
316,100.00,1
318,100.00,1
318,100.00,1
321,100.00,1
323,100.00,1
323,100.00,1
323,100.00,1
326,100.00,1
326,100.00,1
327,100.00,1
329,100.00,1
330,100.00,1
331,100.00,1
334,100.00,1
334,100.00,1
336,100.00,1
337,100.00,1
339,100.00,1
339,100.00,1
342,100.00,1
343,100.00,1
345,100.00,1
348,100.00,1
350,100.00,1
351,100.00,1
353,100.00,1
356,100.00,1
357,100.00,1
357,100.00,1
359,100.00,1
359,100.00,1
360,100.00,1
361,100.00,1
361,100.00,1
362,100.00,1
363,100.00,1
365,100.00,1
366,100.00,1
369,100.00,1
371,100.00,1
373,100.00,1
373,100.00,1
374,100.00,1
375,100.00,1
376,100.00,1
376,100.00,1
377,100.00,1
378,100.00,1
379,100.00,1
379,100.00,1
381,100.00,1
381,100.00,1
383,100.00,1
385,100.00,1
386,100.00,1
387,100.00,1
388,100.00,1
391,100.00,1
391,100.00,1
391,100.00,1
391,100.00,1
394,100.00,1
400,100.00,1
400,100.00,1
401,100.00,1
402,100.00,1
402,100.00,1
403,100.00,1
403,100.00,1
403,100.00,1
404,100.00,1
405,100.00,1
405,100.00,1
405,100.00,1
407,100.00,1
407,100.00,1
409,100.00,1
409,100.00,1
410,100.00,1
412,100.00,1
412,100.00,1
413,100.00,1
414,100.00,1
416,100.00,1
416,100.00,1
416,100.00,1
420,100.00,1
423,100.00,1
423,100.00,1
424,100.00,1
426,100.00,1
427,100.00,1
428,100.00,1
430,100.00,1
430,100.00,1
432,100.00,1
432,100.00,1
433,100.00,1
434,100.00,1
436,100.00,1
436,100.00,1
440,100.00,1
441,100.00,1
441,100.00,1
441,100.00,1
444,100.00,1
446,100.00,1
448,100.00,1
448,100.00,1
450,100.00,1
450,100.00,1
451,100.00,1
451,100.00,1
451,100.00,1
452,100.00,1
457,100.00,1
458,100.00,1
458,100.00,1
459,100.00,1
460,100.00,1
463,100.00,1
463,100.00,1
464,100.00,1
466,100.00,1
466,100.00,1
470,100.00,1
471,100.00,1
471,100.00,1
471,100.00,1
472,100.00,1
473,100.00,1
473,100.00,1
474,100.00,1
474,100.00,1
475,100.00,1
475,100.00,1
476,100.00,1
476,100.00,1
478,100.00,1
480,100.00,1
480,100.00,1
481,100.00,1
483,100.00,1
484,100.00,1
486,100.00,1
486,100.00,1
489,100.00,1
491,100.00,1
491,100.00,1
492,100.00,1
499,100.00,1
502,100.00,1
503,100.00,1
503,100.00,1
505,100.00,1
506,100.00,1
506,100.00,1
508,100.00,1
509,100.00,1
509,100.00,1
510,100.00,1
511,100.00,1
511,100.00,1
514,100.00,1
516,100.00,1
517,100.00,1
517,100.00,1
518,100.00,1
523,100.00,1
524,100.00,1
524,100.00,1
525,100.00,1
525,100.00,1
530,100.00,1
530,100.00,1
531,100.00,1
531,100.00,1
534,100.00,1
535,100.00,1
535,100.00,1
537,100.00,1
540,100.00,1
542,100.00,1
542,100.00,1
542,100.00,1
542,100.00,1
542,100.00,1
542,100.00,1
544,100.00,1
548,100.00,1
548,100.00,1
550,100.00,1
550,100.00,1
555,100.00,1
556,100.00,1
558,100.00,1
560,100.00,1
561,100.00,1
563,100.00,1
564,100.00,1
565,100.00,1
566,100.00,1
568,100.00,1
571,100.00,1
573,100.00,1
575,100.00,1
577,100.00,1
578,100.00,1
579,100.00,1
581,100.00,1
582,100.00,1
582,100.00,1
584,100.00,1
586,100.00,1
586,100.00,1
590,100.00,1
591,100.00,1
593,100.00,1
593,100.00,1
594,100.00,1
594,100.00,1
596,100.00,1
596,100.00,1
596,100.00,1
597,100.00,1
598,100.00,1
598,100.00,1
599,100.00,1
602,100.00,1
603,100.00,1
603,100.00,1
604,100.00,1
606,100.00,1
606,100.00,1
608,100.00,1
609,100.00,1
609,100.00,1
611,100.00,1
611,100.00,1
612,100.00,1
614,100.00,1
616,100.00,1
617,100.00,1
618,100.00,1
619,100.00,1
619,100.00,1
620,100.00,1
624,100.00,1
624,100.00,1
628,100.00,1
629,100.00,1
630,100.00,1
633,100.00,1
634,100.00,1
634,100.00,1
636,100.00,1
636,100.00,1
638,100.00,1
639,100.00,1
643,100.00,1
645,100.00,1
650,100.00,1
650,100.00,1
654,100.00,1
654,100.00,1
655,100.00,1
656,100.00,1
656,100.00,1
656,100.00,1
657,100.00,1
657,100.00,1
658,100.00,1
659,100.00,1
660,100.00,1
662,100.00,1
662,100.00,1
663,100.00,1
664,100.00,1
665,100.00,1
665,100.00,1
666,100.00,1
669,100.00,1
670,100.00,1
670,100.00,1
672,100.00,1
676,100.00,1
676,100.00,1
677,100.00,1
677,100.00,1
677,100.00,1
679,100.00,1
679,100.00,1
683,100.00,1
684,100.00,1
686,100.00,1
686,100.00,1
687,100.00,1
687,100.00,1
691,100.00,1
692,100.00,1
693,100.00,1
694,100.00,1
695,100.00,1
697,100.00,1
699,100.00,1
699,100.00,1
701,100.00,1
703,100.00,1
706,100.00,1
706,100.00,1
711,100.00,1
713,100.00,1
713,100.00,1
714,100.00,1
714,100.00,1
714,100.00,1
717,100.00,1
717,100.00,1
717,100.00,1
718,100.00,1
722,100.00,1
722,100.00,1
723,100.00,1
723,100.00,1
723,100.00,1
725,100.00,1
725,100.00,1
726,100.00,1
729,100.00,1
730,100.00,1
730,100.00,1
731,100.00,1
732,100.00,1
733,100.00,1
733,100.00,1
734,100.00,1
734,100.00,1
738,100.00,1
739,100.00,1
740,100.00,1
745,100.00,1
746,100.00,1
749,100.00,1
750,100.00,1
752,100.00,1
753,100.00,1
755,100.00,1
757,100.00,1
758,100.00,1
760,100.00,1
760,100.00,1
760,100.00,1
761,100.00,1
761,100.00,1
764,100.00,1
764,100.00,1
766,100.00,1
766,100.00,1
768,100.00,1
770,100.00,1
770,100.00,1
772,100.00,1
773,100.00,1
774,100.00,1
776,100.00,1
782,100.00,1
786,100.00,1
787,100.00,1
788,100.00,1
790,100.00,1
790,100.00,1
792,100.00,1
794,100.00,1
794,100.00,1
796,100.00,1
797,100.00,1
799,100.00,1
800,100.00,1
802,100.00,1
804,100.00,1
805,100.00,1
806,100.00,1
807,100.00,1
808,100.00,1
809,100.00,1
810,100.00,1
815,100.00,1
816,100.00,1
816,100.00,1
819,100.00,1
821,100.00,1
822,100.00,1
823,100.00,1
823,100.00,1
824,100.00,1
825,100.00,1
827,100.00,1
828,100.00,1
830,100.00,1
830,100.00,1
831,100.00,1
832,100.00,1
834,100.00,1
834,100.00,1
834,100.00,1
835,100.00,1
836,100.00,1
838,100.00,1
839,100.00,1
840,100.00,1
842,100.00,1
846,100.00,1
846,100.00,1
846,100.00,1
846,100.00,1
847,100.00,1
848,100.00,1
849,100.00,1
850,100.00,1
851,100.00,1
852,100.00,1
854,100.00,1
854,100.00,1
857,100.00,1
858,100.00,1
858,100.00,1
859,100.00,1
860,100.00,1
867,100.00,1
867,100.00,1
872,100.00,1
872,100.00,1
873,100.00,1
874,100.00,1
875,100.00,1
876,100.00,1
877,100.00,1
878,100.00,1
880,100.00,1
881,100.00,1
881,100.00,1
882,100.00,1
882,100.00,1
884,100.00,1
885,100.00,1
886,100.00,1
888,100.00,1
889,100.00,1
889,100.00,1
894,100.00,1
894,100.00,1
895,100.00,1
896,100.00,1
896,100.00,1
896,100.00,1
897,100.00,1
899,100.00,1
900,100.00,1
902,100.00,1
903,100.00,1
903,100.00,1
903,100.00,1
904,100.00,1
906,100.00,1
906,100.00,1
909,100.00,1
910,100.00,1
910,100.00,1
911,100.00,1
914,100.00,1
915,100.00,1
916,100.00,1
916,100.00,1
917,100.00,1
917,100.00,1
918,100.00,1
919,100.00,1
920,100.00,1
921,100.00,1
921,100.00,1
922,100.00,1
924,100.00,1
925,100.00,1
926,100.00,1
926,100.00,1
928,100.00,1
928,100.00,1
929,100.00,1
931,100.00,1
936,100.00,1
936,100.00,1
936,100.00,1
940,100.00,1
940,100.00,1
941,100.00,1
941,100.00,1
944,100.00,1
944,100.00,1
946,100.00,1
947,100.00,1
947,100.00,1
949,100.00,1
950,100.00,1
951,100.00,1
951,100.00,1
954,100.00,1
954,100.00,1
958,100.00,1
959,100.00,1
960,100.00,1
960,100.00,1
961,100.00,1
963,100.00,1
966,100.00,1
967,100.00,1
968,100.00,1
971,100.00,1
971,100.00,1
975,100.00,1
975,100.00,1
977,100.00,1
978,100.00,1
980,100.00,1
982,100.00,1
987,100.00,1
987,100.00,1
987,100.00,1
988,100.00,1
990,100.00,1
991,100.00,1
992,100.00,1
992,100.00,1
993,100.00,1
996,100.00,1
996,100.00,1
996,100.00,1
996,100.00,1
997,100.00,1
998,100.00,1
998,100.00,1
1000,100.00,1
6,95.00,914
1,95.00,914
1,95.00,914
2,95.00,914
3,95.00,914
3,95.00,914
5,95.00,914
6,95.00,914
8,95.00,914
10,95.00,914
11,95.00,914
11,95.00,914
13,95.00,914
14,95.00,914
15,95.00,914
18,95.00,914
19,95.00,914
19,95.00,914
23,95.00,914
25,95.00,914
25,95.00,914
25,95.00,914
27,95.00,914
29,95.00,914
31,95.00,914
31,95.00,914
36,95.00,914
36,95.00,914
36,95.00,914
37,95.00,914
37,95.00,914
41,95.00,914
44,95.00,914
46,95.00,914
46,95.00,914
49,95.00,914
49,95.00,914
50,95.00,914
52,95.00,914
53,95.00,914
54,95.00,914
54,95.00,914
58,95.00,914
60,95.00,914
60,95.00,914
60,95.00,914
60,95.00,914
62,95.00,914
62,95.00,914
63,95.00,914
66,95.00,914
69,95.00,914
69,95.00,914
70,95.00,914
71,95.00,914
73,95.00,914
73,95.00,914
75,95.00,914
76,95.00,914
76,95.00,914
78,95.00,914
79,95.00,914
79,95.00,914
81,95.00,914
85,95.00,914
87,95.00,914
88,95.00,914
88,95.00,914
89,95.00,914
90,95.00,914
90,95.00,914
93,95.00,914
93,95.00,914
94,95.00,914
97,95.00,914
98,95.00,914
98,95.00,914
99,95.00,914
100,95.00,914
101,95.00,914
101,95.00,914
102,95.00,914
102,95.00,914
103,95.00,914
103,95.00,914
103,95.00,914
105,95.00,914
105,95.00,914
111,95.00,914
113,95.00,914
113,95.00,914
114,95.00,914
116,95.00,914
117,95.00,914
117,95.00,914
118,95.00,914
122,95.00,914
126,95.00,914
127,95.00,914
128,95.00,914
129,95.00,914
130,95.00,914
131,95.00,914
133,95.00,914
134,95.00,914
134,95.00,914
136,95.00,914
137,95.00,914
138,95.00,914
140,95.00,914
140,95.00,914
141,95.00,914
146,95.00,914
147,95.00,914
148,95.00,914
148,95.00,914
150,95.00,914
152,95.00,914
152,95.00,914
154,95.00,914
155,95.00,914
156,95.00,914
158,95.00,914
160,95.00,914
160,95.00,914
161,95.00,914
161,95.00,914
1,95.00,914
1,95.00,914
2,95.00,914
3,95.00,914
3,95.00,914
5,95.00,914
6,95.00,914
8,95.00,914
10,95.00,914
11,95.00,914
11,95.00,914
13,95.00,914
14,95.00,914
15,95.00,914
18,95.00,914
19,95.00,914
19,95.00,914
23,95.00,914
25,95.00,914
25,95.00,914
25,95.00,914
27,95.00,914
29,95.00,914
31,95.00,914
31,95.00,914
36,95.00,914
36,95.00,914
36,95.00,914
37,95.00,914
37,95.00,914
41,95.00,914
44,95.00,914
46,95.00,914
46,95.00,914
49,95.00,914
49,95.00,914
50,95.00,914
52,95.00,914
53,95.00,914
54,95.00,914
54,95.00,914
58,95.00,914
60,95.00,914
60,95.00,914
60,95.00,914
60,95.00,914
62,95.00,914
62,95.00,914
63,95.00,914
66,95.00,914
69,95.00,914
69,95.00,914
70,95.00,914
71,95.00,914
73,95.00,914
73,95.00,914
75,95.00,914
76,95.00,914
76,95.00,914
78,95.00,914
79,95.00,914
79,95.00,914
81,95.00,914
85,95.00,914
87,95.00,914
88,95.00,914
88,95.00,914
89,95.00,914
90,95.00,914
90,95.00,914
93,95.00,914
93,95.00,914
94,95.00,914
97,95.00,914
98,95.00,914
98,95.00,914
99,95.00,914
100,95.00,914
101,95.00,914
101,95.00,914
102,95.00,914
102,95.00,914
103,95.00,914
103,95.00,914
103,95.00,914
105,95.00,914
105,95.00,914
111,95.00,914
113,95.00,914
113,95.00,914
114,95.00,914
116,95.00,914
117,95.00,914
117,95.00,914
118,95.00,914
122,95.00,914
126,95.00,914
127,95.00,914
128,95.00,914
129,95.00,914
130,95.00,914
131,95.00,914
133,95.00,914
134,95.00,914
134,95.00,914
136,95.00,914
137,95.00,914
138,95.00,914
140,95.00,914
140,95.00,914
141,95.00,914
146,95.00,914
147,95.00,914
148,95.00,914
148,95.00,914
150,95.00,914
152,95.00,914
152,95.00,914
154,95.00,914
155,95.00,914
156,95.00,914
158,95.00,914
160,95.00,914
160,95.00,914
161,95.00,914
161,95.00,914
162,95.00,914
169,95.00,914
169,95.00,914
171,95.00,914
172,95.00,914
174,95.00,914
175,95.00,914
175,95.00,914
176,95.00,914
178,95.00,914
178,95.00,914
180,95.00,914
183,95.00,914
184,95.00,914
185,95.00,914
186,95.00,914
187,95.00,914
192,95.00,914
193,95.00,914
194,95.00,914
195,95.00,914
196,95.00,914
197,95.00,914
199,95.00,914
205,95.00,914
207,95.00,914
208,95.00,914
211,95.00,914
212,95.00,914
212,95.00,914
213,95.00,914
214,95.00,914
216,95.00,914
218,95.00,914
218,95.00,914
219,95.00,914
219,95.00,914
223,95.00,914
226,95.00,914
227,95.00,914
227,95.00,914
228,95.00,914
231,95.00,914
234,95.00,914
235,95.00,914
235,95.00,914
237,95.00,914
237,95.00,914
241,95.00,914
241,95.00,914
242,95.00,914
244,95.00,914
244,95.00,914
244,95.00,914
246,95.00,914
250,95.00,914
251,95.00,914
251,95.00,914
252,95.00,914
253,95.00,914
254,95.00,914
254,95.00,914
254,95.00,914
257,95.00,914
257,95.00,914
260,95.00,914
263,95.00,914
266,95.00,914
268,95.00,914
268,95.00,914
271,95.00,914
274,95.00,914
278,95.00,914
280,95.00,914
281,95.00,914
282,95.00,914
282,95.00,914
283,95.00,914
284,95.00,914
285,95.00,914
286,95.00,914
287,95.00,914
287,95.00,914
287,95.00,914
289,95.00,914
289,95.00,914
291,95.00,914
291,95.00,914
291,95.00,914
292,95.00,914
293,95.00,914
294,95.00,914
294,95.00,914
295,95.00,914
296,95.00,914
299,95.00,914
299,95.00,914
300,95.00,914
303,95.00,914
303,95.00,914
303,95.00,914
307,95.00,914
307,95.00,914
308,95.00,914
309,95.00,914
310,95.00,914
310,95.00,914
312,95.00,914
314,95.00,914
316,95.00,914
316,95.00,914
317,95.00,914
319,95.00,914
321,95.00,914
321,95.00,914
323,95.00,914
325,95.00,914
325,95.00,914
326,95.00,914
328,95.00,914
330,95.00,914
331,95.00,914
333,95.00,914
335,95.00,914
336,95.00,914
336,95.00,914
336,95.00,914
337,95.00,914
339,95.00,914
340,95.00,914
340,95.00,914
342,95.00,914
342,95.00,914
343,95.00,914
343,95.00,914
345,95.00,914
348,95.00,914
348,95.00,914
351,95.00,914
352,95.00,914
354,95.00,914
356,95.00,914
357,95.00,914
357,95.00,914
357,95.00,914
358,95.00,914
361,95.00,914
362,95.00,914
362,95.00,914
366,95.00,914
369,95.00,914
372,95.00,914
372,95.00,914
373,95.00,914
375,95.00,914
375,95.00,914
375,95.00,914
377,95.00,914
378,95.00,914
379,95.00,914
382,95.00,914
382,95.00,914
383,95.00,914
384,95.00,914
386,95.00,914
386,95.00,914
386,95.00,914
387,95.00,914
389,95.00,914
390,95.00,914
391,95.00,914
394,95.00,914
395,95.00,914
397,95.00,914
400,95.00,914
402,95.00,914
403,95.00,914
404,95.00,914
406,95.00,914
406,95.00,914
406,95.00,914
408,95.00,914
410,95.00,914
410,95.00,914
412,95.00,914
412,95.00,914
413,95.00,914
413,95.00,914
414,95.00,914
417,95.00,914
419,95.00,914
419,95.00,914
420,95.00,914
421,95.00,914
422,95.00,914
423,95.00,914
425,95.00,914
425,95.00,914
427,95.00,914
428,95.00,914
428,95.00,914
429,95.00,914
434,95.00,914
434,95.00,914
437,95.00,914
437,95.00,914
439,95.00,914
439,95.00,914
439,95.00,914
439,95.00,914
440,95.00,914
441,95.00,914
441,95.00,914
442,95.00,914
444,95.00,914
444,95.00,914
446,95.00,914
446,95.00,914
447,95.00,914
450,95.00,914
451,95.00,914
452,95.00,914
453,95.00,914
453,95.00,914
454,95.00,914
455,95.00,914
455,95.00,914
457,95.00,914
457,95.00,914
461,95.00,914
461,95.00,914
461,95.00,914
463,95.00,914
467,95.00,914
471,95.00,914
475,95.00,914
477,95.00,914
477,95.00,914
477,95.00,914
477,95.00,914
480,95.00,914
481,95.00,914
482,95.00,914
483,95.00,914
483,95.00,914
484,95.00,914
485,95.00,914
485,95.00,914
485,95.00,914
485,95.00,914
487,95.00,914
488,95.00,914
488,95.00,914
489,95.00,914
490,95.00,914
490,95.00,914
493,95.00,914
494,95.00,914
495,95.00,914
496,95.00,914
496,95.00,914
502,95.00,914
505,95.00,914
508,95.00,914
509,95.00,914
513,95.00,914
513,95.00,914
514,95.00,914
515,95.00,914
515,95.00,914
516,95.00,914
517,95.00,914
518,95.00,914
520,95.00,914
522,95.00,914
522,95.00,914
526,95.00,914
526,95.00,914
530,95.00,914
531,95.00,914
532,95.00,914
533,95.00,914
533,95.00,914
533,95.00,914
535,95.00,914
535,95.00,914
536,95.00,914
540,95.00,914
544,95.00,914
545,95.00,914
545,95.00,914
547,95.00,914
549,95.00,914
549,95.00,914
550,95.00,914
552,95.00,914
552,95.00,914
553,95.00,914
554,95.00,914
555,95.00,914
556,95.00,914
557,95.00,914
559,95.00,914
559,95.00,914
561,95.00,914
562,95.00,914
563,95.00,914
564,95.00,914
564,95.00,914
566,95.00,914
567,95.00,914
568,95.00,914
568,95.00,914
569,95.00,914
569,95.00,914
569,95.00,914
574,95.00,914
577,95.00,914
578,95.00,914
579,95.00,914
580,95.00,914
580,95.00,914
580,95.00,914
581,95.00,914
583,95.00,914
584,95.00,914
584,95.00,914
586,95.00,914
587,95.00,914
587,95.00,914
587,95.00,914
588,95.00,914
588,95.00,914
588,95.00,914
589,95.00,914
590,95.00,914
590,95.00,914
591,95.00,914
591,95.00,914
593,95.00,914
595,95.00,914
595,95.00,914
596,95.00,914
596,95.00,914
597,95.00,914
598,95.00,914
598,95.00,914
599,95.00,914
599,95.00,914
600,95.00,914
602,95.00,914
604,95.00,914
609,95.00,914
612,95.00,914
612,95.00,914
613,95.00,914
613,95.00,914
616,95.00,914
616,95.00,914
617,95.00,914
619,95.00,914
620,95.00,914
622,95.00,914
622,95.00,914
622,95.00,914
625,95.00,914
627,95.00,914
629,95.00,914
629,95.00,914
630,95.00,914
632,95.00,914
632,95.00,914
635,95.00,914
637,95.00,914
637,95.00,914
640,95.00,914
640,95.00,914
644,95.00,914
645,95.00,914
649,95.00,914
649,95.00,914
651,95.00,914
656,95.00,914
657,95.00,914
657,95.00,914
659,95.00,914
659,95.00,914
660,95.00,914
664,95.00,914
664,95.00,914
664,95.00,914
665,95.00,914
666,95.00,914
666,95.00,914
668,95.00,914
669,95.00,914
671,95.00,914
673,95.00,914
673,95.00,914
673,95.00,914
677,95.00,914
679,95.00,914
680,95.00,914
681,95.00,914
682,95.00,914
682,95.00,914
682,95.00,914
688,95.00,914
688,95.00,914
691,95.00,914
692,95.00,914
693,95.00,914
694,95.00,914
696,95.00,914
696,95.00,914
700,95.00,914
702,95.00,914
703,95.00,914
704,95.00,914
704,95.00,914
705,95.00,914
705,95.00,914
707,95.00,914
709,95.00,914
710,95.00,914
713,95.00,914
716,95.00,914
716,95.00,914
717,95.00,914
718,95.00,914
719,95.00,914
721,95.00,914
721,95.00,914
723,95.00,914
725,95.00,914
725,95.00,914
726,95.00,914
727,95.00,914
727,95.00,914
730,95.00,914
730,95.00,914
732,95.00,914
734,95.00,914
734,95.00,914
735,95.00,914
735,95.00,914
736,95.00,914
736,95.00,914
738,95.00,914
739,95.00,914
743,95.00,914
744,95.00,914
745,95.00,914
746,95.00,914
746,95.00,914
747,95.00,914
748,95.00,914
749,95.00,914
749,95.00,914
752,95.00,914
753,95.00,914
754,95.00,914
755,95.00,914
758,95.00,914
758,95.00,914
759,95.00,914
759,95.00,914
759,95.00,914
761,95.00,914
763,95.00,914
763,95.00,914
765,95.00,914
766,95.00,914
768,95.00,914
772,95.00,914
772,95.00,914
773,95.00,914
774,95.00,914
775,95.00,914
775,95.00,914
775,95.00,914
776,95.00,914
779,95.00,914
780,95.00,914
781,95.00,914
783,95.00,914
786,95.00,914
786,95.00,914
788,95.00,914
788,95.00,914
789,95.00,914
789,95.00,914
792,95.00,914
792,95.00,914
794,95.00,914
795,95.00,914
796,95.00,914
796,95.00,914
797,95.00,914
797,95.00,914
798,95.00,914
801,95.00,914
801,95.00,914
802,95.00,914
803,95.00,914
804,95.00,914
804,95.00,914
804,95.00,914
804,95.00,914
805,95.00,914
805,95.00,914
805,95.00,914
807,95.00,914
808,95.00,914
814,95.00,914
814,95.00,914
815,95.00,914
817,95.00,914
818,95.00,914
818,95.00,914
819,95.00,914
819,95.00,914
819,95.00,914
821,95.00,914
821,95.00,914
822,95.00,914
824,95.00,914
826,95.00,914
828,95.00,914
829,95.00,914
832,95.00,914
832,95.00,914
835,95.00,914
836,95.00,914
837,95.00,914
838,95.00,914
842,95.00,914
844,95.00,914
845,95.00,914
845,95.00,914
846,95.00,914
847,95.00,914
848,95.00,914
849,95.00,914
851,95.00,914
854,95.00,914
854,95.00,914
855,95.00,914
855,95.00,914
861,95.00,914
862,95.00,914
863,95.00,914
863,95.00,914
866,95.00,914
867,95.00,914
869,95.00,914
869,95.00,914
870,95.00,914
871,95.00,914
871,95.00,914
871,95.00,914
873,95.00,914
875,95.00,914
876,95.00,914
876,95.00,914
876,95.00,914
878,95.00,914
879,95.00,914
880,95.00,914
881,95.00,914
883,95.00,914
883,95.00,914
885,95.00,914
885,95.00,914
889,95.00,914
889,95.00,914
890,95.00,914
892,95.00,914
893,95.00,914
894,95.00,914
