user_id,percentage
58,85.00
58,85.00
58,95.00
58,100.00
59,85.00
59,85.00
60,95.00
60,100.00
60,90.00
60,95.00
60,95.00
60,95.00
61,90.00
61,90.00
61,85.00
61,90.00
62,95.00
62,90.00
62,95.00
63,90.00
63,90.00
63,95.00
64,85.00
64,85.00
65,100.00
65,85.00
65,85.00
65,90.00
65,90.00
66,100.00
66,100.00
66,95.00
66,90.00
67,90.00
67,90.00
67,85.00
67,100.00
67,90.00
68,100.00
68,85.00
68,100.00
69,90.00
69,85.00
69,95.00
69,95.00
70,90.00
70,95.00
70,100.00
70,100.00
70,100.00
71,100.00
71,95.00
72,100.00
72,90.00
72,85.00
72,100.00
73,85.00
73,95.00
73,95.00
74,100.00
74,90.00
74,100.00
74,100.00
75,90.00
75,95.00
76,95.00
76,95.00
78,100.00
78,85.00
78,95.00
78,100.00
78,85.00
79,100.00
79,95.00
79,95.00
80,100.00
80,85.00
81,90.00
81,90.00
81,100.00
81,95.00
81,85.00
82,85.00
82,85.00
82,90.00
82,90.00
84,100.00
84,100.00
85,95.00
85,90.00
85,100.00
85,90.00
86,100.00
86,85.00
87,90.00
87,85.00
87,95.00
87,100.00
88,85.00
88,85.00
88,95.00
88,95.00
88,100.00
88,85.00
89,85.00
89,90.00
89,95.00
89,85.00
90,95.00
90,90.00
90,95.00
90,100.00
90,90.00
90,85.00
90,100.00
91,100.00
91,85.00
91,100.00
91,90.00
92,90.00
93,90.00
93,95.00
93,95.00
93,90.00
94,85.00
94,100.00
94,100.00
94,95.00
94,85.00
95,100.00
95,85.00
95,85.00
96,90.00
97,100.00
97,85.00
97,95.00
98,95.00
98,100.00
98,95.00
99,90.00
99,95.00
99,100.00
100,95.00
100,90.00
100,85.00
101,95.00
101,95.00
102,95.00
102,95.00
102,100.00
103,95.00
103,95.00
103,95.00
103,85.00
103,100.00
104,85.00
105,95.00
105,95.00
106,90.00
106,100.00
106,85.00
108,85.00
108,90.00
108,90.00
108,100.00
108,85.00
109,100.00
109,85.00
109,85.00
109,100.00
109,85.00
110,100.00
110,85.00
111,85.00
111,85.00
111,85.00
111,95.00
111,100.00
111,90.00
112,90.00
113,95.00
113,85.00
113,95.00
114,95.00
114,90.00
114,100.00
114,100.00
114,90.00
115,85.00
115,90.00
115,100.00
115,90.00
116,100.00
116,85.00
116,95.00
116,85.00
117,95.00
117,95.00
118,85.00
118,95.00
118,85.00
119,90.00
119,85.00
119,85.00
119,100.00
119,90.00
120,85.00
120,100.00
120,100.00
120,90.00
121,85.00
121,90.00
122,90.00
122,95.00
123,90.00
123,100.00
124,100.00
124,90.00
125,85.00
125,100.00
125,90.00
125,100.00
126,95.00
127,90.00
127,85.00
127,100.00
127,95.00
128,90.00
128,95.00
129,95.00
130,85.00
130,95.00
130,100.00
131,100.00
131,100.00
131,95.00
132,85.00
132,85.00
132,90.00
133,100.00
133,95.00
133,85.00
134,100.00
134,95.00
134,95.00
134,100.00
135,90.00
135,100.00
135,90.00
136,85.00
136,95.00
137,90.00
137,100.00
137,85.00
137,95.00
138,90.00
138,90.00
138,90.00
138,95.00
139,100.00
139,85.00
139,90.00
139,90.00
140,95.00
140,100.00
140,90.00
140,95.00
141,95.00
141,100.00
142,85.00
142,90.00
142,100.00
143,85.00
143,85.00
143,90.00
143,85.00
144,90.00
144,90.00
144,100.00
145,90.00
145,85.00
146,90.00
146,95.00
147,85.00
147,85.00
147,95.00
147,90.00
148,85.00
148,90.00
148,100.00
148,95.00
148,85.00
148,95.00
149,100.00
149,100.00
149,85.00
149,100.00
149,90.00
150,85.00
150,90.00
150,100.00
150,95.00
150,100.00
150,90.00
150,90.00
151,90.00
151,90.00
151,90.00
151,100.00
151,85.00
152,95.00
152,95.00
153,100.00
154,100.00
154,95.00
154,100.00
154,100.00
155,90.00
155,95.00
155,90.00
155,100.00
155,100.00
156,90.00
156,95.00
156,90.00
157,85.00
157,90.00
157,90.00
158,85.00
158,85.00
158,90.00
158,90.00
158,95.00
159,90.00
160,90.00
160,95.00
160,95.00
161,85.00
161,95.00
161,95.00
1,90.00
1,95.00
1,95.00
2,90.00
2,95.00
2,85.00
3,85.00
3,95.00
3,90.00
3,95.00
4,85.00
4,100.00
4,100.00
4,100.00
5,95.00
5,100.00
6,85.00
6,100.00
6,95.00
7,90.00
7,85.00
7,85.00
8,95.00
8,90.00
8,100.00
9,90.00
10,90.00
10,95.00
10,90.00
10,90.00
10,85.00
10,90.00
11,95.00
11,90.00
11,95.00
12,90.00
12,100.00
12,100.00
12,100.00
13,85.00
13,95.00
13,90.00
14,90.00
14,95.00
15,95.00
15,85.00
15,85.00
16,100.00
16,90.00
16,100.00
16,90.00
17,85.00
17,85.00
18,90.00
18,95.00
18,90.00
18,100.00
18,100.00
18,90.00
19,95.00
19,95.00
20,100.00
20,90.00
20,90.00
20,85.00
21,100.00
21,100.00
21,85.00
22,100.00
22,85.00
23,95.00
23,100.00
23,100.00
24,90.00
24,85.00
25,100.00
25,95.00
25,95.00
25,95.00
25,90.00
25,90.00
26,85.00
27,85.00
27,95.00
27,90.00
28,90.00
29,95.00
29,85.00
29,85.00
29,100.00
29,100.00
30,90.00
31,95.00
31,90.00
31,90.00
31,90.00
31,95.00
32,100.00
33,100.00
33,90.00
34,100.00
35,100.00
35,100.00
36,95.00
36,95.00
36,100.00
36,90.00
36,95.00
37,85.00
37,95.00
37,95.00
38,85.00
39,85.00
39,90.00
39,85.00
40,85.00
40,85.00
40,85.00
40,90.00
40,85.00
40,85.00
41,90.00
41,95.00
42,90.00
42,90.00
42,100.00
42,85.00
43,85.00
44,95.00
44,85.00
44,100.00
45,90.00
45,90.00
45,90.00
46,95.00
46,85.00
46,95.00
47,90.00
47,90.00
48,90.00
48,100.00
48,90.00
49,95.00
49,95.00
50,95.00
50,85.00
51,100.00
51,90.00
51,90.00
52,100.00
52,85.00
52,95.00
53,100.00
53,100.00
53,95.00
53,100.00
54,100.00
54,90.00
54,95.00
54,100.00
54,100.00
54,95.00
55,100.00
56,90.00
56,100.00
57,90.00
57,90.00
58,85.00
58,85.00
58,95.00
58,100.00
59,85.00
59,85.00
60,95.00
60,100.00
60,90.00
60,95.00
60,95.00
60,95.00
61,90.00
61,90.00
61,85.00
61,90.00
62,95.00
62,90.00
62,95.00
63,90.00
63,90.00
63,95.00
64,85.00
64,85.00
65,100.00
65,85.00
65,85.00
65,90.00
65,90.00
66,100.00
66,100.00
66,95.00
66,90.00
67,90.00
67,90.00
67,85.00
67,100.00
67,90.00
68,100.00
68,85.00
68,100.00
69,90.00
69,85.00
69,95.00
69,95.00
70,90.00
70,95.00
70,100.00
70,100.00
70,100.00
71,100.00
71,95.00
72,100.00
72,90.00
72,85.00
72,100.00
73,85.00
73,95.00
73,95.00
74,100.00
74,90.00
74,100.00
74,100.00
75,90.00
75,95.00
76,95.00
76,95.00
78,100.00
78,85.00
78,95.00
78,100.00
78,85.00
79,100.00
79,95.00
79,95.00
80,100.00
80,85.00
81,90.00
81,90.00
81,100.00
81,95.00
81,85.00
82,85.00
82,85.00
82,90.00
82,90.00
84,100.00
84,100.00
85,95.00
85,90.00
85,100.00
85,90.00
86,100.00
86,85.00
87,90.00
87,85.00
87,95.00
87,100.00
88,85.00
88,85.00
88,95.00
88,95.00
88,100.00
88,85.00
89,85.00
89,90.00
89,95.00
89,85.00
90,95.00
90,90.00
90,95.00
90,100.00
90,90.00
90,85.00
90,100.00
91,100.00
91,85.00
91,100.00
91,90.00
92,90.00
93,90.00
93,95.00
93,95.00
93,90.00
94,85.00
94,100.00
94,100.00
94,95.00
94,85.00
95,100.00
95,85.00
95,85.00
96,90.00
97,100.00
97,85.00
97,95.00
98,95.00
98,100.00
98,95.00
99,90.00
99,95.00
99,100.00
100,95.00
100,90.00
100,85.00
101,95.00
101,95.00
102,95.00
102,95.00
102,100.00
103,95.00
103,95.00
103,95.00
103,85.00
103,100.00
104,85.00
105,95.00
105,95.00
106,90.00
106,100.00
106,85.00
108,85.00
108,90.00
108,90.00
108,100.00
108,85.00
109,100.00
109,85.00
109,85.00
109,100.00
109,85.00
110,100.00
110,85.00
111,85.00
111,85.00
111,85.00
111,95.00
111,100.00
111,90.00
112,90.00
113,95.00
113,85.00
113,95.00
114,95.00
114,90.00
114,100.00
114,100.00
114,90.00
115,85.00
115,90.00
115,100.00
115,90.00
116,100.00
116,85.00
116,95.00
116,85.00
117,95.00
117,95.00
118,85.00
118,95.00
118,85.00
119,90.00
119,85.00
119,85.00
119,100.00
119,90.00
120,85.00
120,100.00
120,100.00
120,90.00
121,85.00
121,90.00
122,90.00
122,95.00
123,90.00
123,100.00
124,100.00
124,90.00
125,85.00
125,100.00
125,90.00
125,100.00
126,95.00
127,90.00
127,85.00
127,100.00
127,95.00
128,90.00
128,95.00
129,95.00
130,85.00
130,95.00
130,100.00
131,100.00
131,100.00
131,95.00
132,85.00
132,85.00
132,90.00
133,100.00
133,95.00
133,85.00
134,100.00
134,95.00
134,95.00
134,100.00
135,90.00
135,100.00
135,90.00
136,85.00
136,95.00
137,90.00
137,100.00
137,85.00
137,95.00
138,90.00
138,90.00
138,90.00
138,95.00
139,100.00
139,85.00
139,90.00
139,90.00
140,95.00
140,100.00
140,90.00
140,95.00
141,95.00
141,100.00
142,85.00
142,90.00
142,100.00
143,85.00
143,85.00
143,90.00
143,85.00
144,90.00
144,90.00
144,100.00
145,90.00
145,85.00
146,90.00
146,95.00
147,85.00
147,85.00
147,95.00
147,90.00
148,85.00
148,90.00
148,100.00
148,95.00
148,85.00
148,95.00
149,100.00
149,100.00
149,85.00
149,100.00
149,90.00
150,85.00
150,90.00
150,100.00
150,95.00
150,100.00
150,90.00
150,90.00
151,90.00
151,90.00
151,90.00
151,100.00
151,85.00
152,95.00
152,95.00
153,100.00
154,100.00
154,95.00
154,100.00
154,100.00
155,90.00
155,95.00
155,90.00
155,100.00
155,100.00
156,90.00
156,95.00
156,90.00
157,85.00
157,90.00
157,90.00
158,85.00
158,85.00
158,90.00
158,90.00
158,95.00
159,90.00
160,90.00
160,95.00
160,95.00
161,85.00
161,95.00
161,95.00
161,90.00
162,85.00
162,95.00
163,90.00
163,90.00
164,90.00
164,90.00
164,90.00
164,85.00
165,100.00
165,100.00
165,85.00
165,100.00
166,85.00
166,100.00
166,100.00
166,85.00
167,100.00
167,90.00
168,100.00
168,100.00
168,85.00
169,95.00
169,95.00
170,100.00
170,85.00
171,85.00
171,95.00
171,100.00
171,90.00
171,90.00
172,90.00
172,95.00
173,85.00
173,85.00
173,90.00
173,85.00
174,95.00
174,85.00
174,85.00
175,100.00
175,95.00
175,90.00
175,90.00
175,100.00
175,95.00
176,95.00
177,90.00
177,90.00
178,95.00
178,95.00
178,100.00
179,85.00
179,90.00
180,90.00
180,100.00
180,95.00
180,85.00
181,85.00
181,90.00
182,100.00
182,85.00
182,100.00
183,100.00
183,85.00
183,85.00
183,90.00
183,90.00
183,85.00
183,90.00
183,95.00
184,95.00
184,100.00
185,85.00
185,90.00
185,95.00
185,90.00
186,95.00
187,95.00
187,100.00
187,85.00
187,85.00
188,100.00
188,85.00
188,90.00
188,90.00
189,85.00
189,100.00
190,90.00
190,90.00
190,85.00
190,90.00
191,85.00
191,100.00
192,100.00
192,95.00
193,95.00
193,90.00
193,100.00
194,95.00
194,85.00
195,85.00
195,95.00
195,90.00
196,100.00
196,85.00
196,95.00
197,85.00
197,95.00
198,100.00
198,90.00
199,100.00
199,95.00
199,90.00
200,85.00
200,100.00
200,100.00
200,90.00
201,100.00
201,90.00
201,100.00
201,85.00
201,100.00
201,85.00
201,90.00
202,85.00
202,90.00
202,90.00
202,85.00
202,90.00
203,90.00
203,100.00
203,85.00
204,90.00
205,85.00
205,85.00
205,85.00
205,100.00
205,95.00
206,100.00
206,85.00
206,90.00
206,85.00
207,100.00
207,95.00
207,90.00
208,95.00
208,85.00
209,100.00
209,90.00
209,85.00
210,100.00
210,90.00
210,90.00
210,90.00
211,95.00
211,90.00
211,85.00
211,85.00
211,90.00
212,90.00
212,95.00
212,90.00
212,85.00
212,95.00
213,90.00
213,100.00
213,90.00
213,95.00
214,95.00
214,90.00
214,90.00
214,90.00
215,100.00
216,100.00
216,100.00
216,95.00
217,90.00
217,100.00
217,85.00
217,85.00
218,95.00
218,100.00
218,85.00
218,100.00
218,95.00
219,90.00
219,95.00
219,85.00
219,100.00
219,95.00
219,100.00
220,100.00
220,100.00
221,90.00
221,85.00
221,100.00
221,100.00
222,100.00
222,85.00
222,90.00
223,95.00
223,100.00
226,95.00
226,90.00
226,100.00
227,95.00
227,100.00
227,95.00
227,85.00
228,95.00
228,85.00
229,100.00
229,90.00
230,100.00
230,85.00
230,85.00
230,90.00
231,85.00
231,95.00
231,85.00
232,85.00
232,90.00
232,90.00
233,100.00
234,90.00
234,95.00
234,100.00
235,95.00
235,90.00
235,90.00
235,100.00
235,85.00
235,95.00
235,100.00
236,90.00
236,100.00
236,90.00
237,95.00
237,90.00
237,100.00
237,95.00
237,100.00
238,100.00
239,100.00
239,90.00
240,100.00
240,90.00
240,100.00
241,95.00
241,95.00
241,100.00
242,100.00
242,95.00
242,85.00
243,90.00
244,85.00
244,95.00
244,95.00
244,95.00
245,85.00
245,90.00
245,100.00
245,90.00
245,90.00
246,100.00
246,95.00
246,90.00
246,85.00
247,90.00
247,100.00
247,100.00
247,90.00
248,85.00
248,85.00
248,90.00
249,100.00
249,85.00
249,90.00
250,95.00
251,100.00
251,95.00
251,85.00
251,95.00
252,95.00
253,100.00
253,90.00
253,90.00
253,95.00
254,95.00
254,95.00
254,95.00
254,90.00
254,100.00
255,100.00
255,100.00
256,85.00
256,100.00
256,85.00
257,95.00
257,95.00
257,100.00
257,85.00
258,90.00
258,90.00
259,100.00
259,90.00
259,85.00
259,100.00
260,95.00
261,90.00
262,90.00
262,85.00
262,90.00
262,85.00
262,85.00
263,90.00
263,85.00
263,95.00
263,85.00
263,85.00
264,90.00
264,100.00
264,85.00
264,90.00
264,100.00
264,85.00
265,85.00
265,90.00
265,90.00
265,90.00
266,100.00
266,100.00
266,90.00
266,95.00
267,85.00
268,95.00
268,95.00
268,100.00
270,85.00
270,85.00
271,95.00
271,100.00
272,85.00
273,85.00
273,90.00
273,90.00
274,95.00
274,100.00
275,85.00
276,100.00
276,85.00
276,90.00
276,85.00
277,100.00
277,100.00
278,85.00
278,95.00
279,100.00
279,85.00
280,85.00
280,85.00
280,95.00
280,85.00
281,95.00
281,85.00
282,90.00
282,85.00
282,100.00
282,95.00
282,95.00
282,90.00
283,85.00
283,90.00
283,100.00
283,100.00
283,85.00
283,85.00
283,95.00
284,85.00
284,90.00
284,95.00
284,85.00
284,100.00
285,90.00
285,85.00
285,95.00
286,95.00
286,100.00
286,85.00
287,95.00
287,95.00
287,95.00
288,90.00
289,90.00
289,100.00
289,95.00
289,90.00
289,90.00
289,100.00
289,95.00
289,85.00
290,100.00
291,95.00
291,95.00
291,95.00
291,100.00
292,95.00
292,85.00
292,90.00
293,100.00
293,100.00
293,95.00
294,90.00
294,95.00
294,95.00
295,85.00
295,95.00
295,85.00
295,90.00
296,90.00
296,95.00
297,90.00
297,100.00
297,90.00
298,90.00
298,100.00
298,90.00
298,100.00
299,90.00
299,85.00
299,95.00
299,95.00
300,100.00
300,95.00
301,85.00
301,85.00
301,90.00
302,100.00
303,95.00
303,90.00
303,95.00
303,95.00
303,100.00
304,85.00
304,90.00
304,100.00
304,85.00
304,90.00
305,90.00
306,100.00
307,85.00
307,95.00
307,85.00
307,90.00
307,95.00
308,90.00
308,90.00
308,95.00
308,100.00
309,95.00
309,90.00
309,85.00
310,95.00
310,85.00
310,95.00
311,100.00
311,100.00
311,90.00
311,100.00
311,90.00
311,100.00
311,85.00
312,100.00
312,95.00
312,85.00
313,85.00
314,90.00
314,95.00
314,85.00
315,100.00
315,85.00
316,90.00
316,100.00
316,95.00
316,95.00
317,85.00
317,95.00
318,100.00
318,100.00
318,90.00
319,95.00
319,90.00
319,90.00
320,90.00
320,90.00
321,95.00
321,100.00
321,90.00
321,95.00
323,95.00
323,100.00
323,100.00
323,90.00
323,85.00
323,100.00
324,85.00
324,85.00
324,90.00
325,95.00
325,95.00
326,100.00
326,100.00
326,95.00
326,85.00
327,85.00
327,85.00
327,100.00
327,90.00
327,90.00
328,85.00
328,95.00
328,90.00
329,90.00
329,90.00
329,90.00
329,100.00
330,95.00
330,100.00
331,95.00
331,100.00
333,90.00
333,95.00
334,90.00
334,85.00
334,85.00
334,100.00
334,100.00
335,85.00
335,95.00
335,90.00
336,95.00
336,95.00
336,100.00
336,95.00
336,85.00
337,95.00
337,100.00
338,90.00
339,100.00
339,95.00
339,100.00
340,85.00
340,95.00
340,85.00
340,85.00
340,95.00
341,85.00
342,90.00
342,90.00
342,100.00
342,95.00
342,90.00
342,95.00
343,95.00
343,100.00
343,95.00
344,90.00
344,90.00
345,100.00
345,90.00
345,95.00
346,85.00
346,90.00
346,90.00
346,85.00
347,90.00
348,95.00
348,95.00
348,90.00
348,100.00
349,85.00
350,100.00
350,85.00
351,95.00
351,90.00
351,90.00
351,90.00
351,100.00
352,90.00
352,95.00
353,90.00
353,100.00
353,85.00
354,95.00
354,85.00
354,90.00
355,85.00
355,90.00
355,85.00
356,100.00
356,95.00
356,85.00
356,85.00
357,90.00
357,100.00
357,95.00
357,100.00
357,95.00
357,95.00
358,95.00
359,85.00
359,100.00
359,85.00
359,85.00
359,100.00
359,90.00
360,100.00
360,90.00
361,85.00
361,90.00
361,100.00
361,85.00
361,100.00
361,95.00
362,95.00
362,100.00
362,90.00
362,95.00
363,100.00
365,85.00
365,85.00
365,100.00
366,100.00
366,95.00
367,85.00
367,90.00
369,100.00
369,95.00
369,90.00
369,85.00
369,85.00
370,85.00
371,100.00
371,90.00
371,85.00
372,85.00
372,95.00
372,95.00
373,95.00
373,90.00
373,85.00
373,100.00
373,100.00
374,85.00
374,85.00
374,90.00
374,100.00
375,95.00
375,95.00
375,100.00
375,95.00
376,100.00
376,100.00
376,90.00
376,90.00
377,90.00
377,95.00
377,100.00
377,85.00
378,85.00
378,95.00
378,100.00
379,95.00
379,100.00
379,85.00
379,90.00
379,100.00
380,90.00
380,90.00
380,90.00
380,85.00
380,85.00
380,90.00
380,90.00
381,90.00
381,100.00
381,100.00
382,95.00
382,85.00
382,95.00
382,85.00
383,100.00
383,90.00
383,85.00
383,95.00
384,95.00
385,100.00
386,95.00
386,95.00
386,100.00
386,95.00
387,90.00
387,90.00
387,100.00
387,95.00
388,100.00
389,90.00
389,90.00
389,90.00
389,95.00
390,85.00
390,85.00
390,95.00
391,100.00
391,95.00
391,100.00
391,100.00
391,85.00
391,100.00
392,90.00
393,90.00
393,85.00
393,85.00
393,85.00
394,85.00
394,90.00
394,95.00
394,100.00
394,85.00
394,85.00
395,90.00
395,95.00
396,85.00
396,85.00
397,90.00
397,95.00
397,90.00
398,85.00
399,90.00
399,90.00
400,95.00
400,85.00
400,100.00
400,100.00
401,100.00
401,85.00
402,95.00
402,100.00
402,100.00
402,85.00
403,100.00
403,100.00
403,100.00
403,95.00
404,95.00
404,90.00
404,100.00
405,100.00
405,100.00
405,100.00
406,95.00
406,85.00
406,95.00
406,95.00
406,85.00
406,90.00
406,85.00
407,100.00
407,100.00
407,85.00
408,85.00
408,95.00
408,85.00
409,90.00
409,100.00
409,100.00
409,90.00
410,95.00
410,95.00
410,100.00
410,90.00
411,85.00
411,90.00
411,90.00
412,90.00
412,100.00
412,100.00
412,95.00
412,95.00
413,85.00
413,100.00
413,95.00
413,95.00
414,90.00
414,90.00
414,95.00
414,100.00
415,85.00
415,85.00
416,100.00
416,90.00
416,100.00
416,90.00
416,100.00
417,95.00
418,90.00
418,90.00
419,90.00
419,90.00
419,90.00
419,95.00
419,95.00
420,100.00
420,90.00
420,95.00
421,85.00
421,90.00
421,95.00
422,95.00
423,95.00
423,100.00
423,100.00
424,100.00
424,90.00
424,90.00
424,85.00
424,85.00
425,90.00
425,95.00
425,90.00
425,95.00
426,85.00
426,90.00
426,100.00
426,85.00
427,95.00
427,100.00
427,90.00
428,85.00
428,85.00
428,95.00
428,85.00
428,100.00
428,95.00
429,90.00
429,85.00
429,95.00
430,90.00
430,100.00
430,100.00
431,90.00
431,85.00
432,85.00
432,90.00
432,100.00
432,100.00
433,85.00
433,100.00
434,90.00
434,95.00
434,100.00
434,95.00
435,90.00
435,85.00
436,100.00
436,85.00
436,90.00
436,100.00
437,90.00
437,90.00
437,90.00
437,95.00
437,95.00
438,85.00
438,85.00
438,90.00
439,95.00
439,90.00
439,95.00
439,95.00
439,95.00
440,100.00
440,95.00
441,95.00
441,100.00
441,95.00
441,100.00
441,100.00
442,95.00
442,85.00
442,90.00
443,85.00
444,100.00
444,85.00
444,90.00
444,95.00
444,95.00
446,100.00
446,95.00
446,95.00
446,90.00
447,95.00
447,85.00
447,90.00
448,100.00
448,100.00
449,85.00
450,100.00
450,95.00
450,85.00
450,85.00
450,100.00
451,100.00
451,95.00
451,100.00
451,100.00
452,90.00
452,95.00
452,100.00
453,90.00
453,95.00
453,95.00
454,95.00
455,95.00
455,95.00
455,85.00
455,90.00
456,85.00
456,85.00
456,90.00
457,100.00
457,95.00
457,95.00
458,100.00
458,100.00
458,85.00
459,100.00
460,100.00
460,90.00
461,95.00
461,95.00
461,85.00
461,95.00
462,90.00
463,95.00
463,100.00
463,100.00
464,100.00
465,90.00
465,90.00
465,90.00
465,85.00
465,85.00
466,90.00
466,100.00
466,100.00
467,85.00
467,95.00
468,90.00
469,85.00
469,85.00
469,85.00
469,90.00
470,90.00
470,100.00
471,90.00
471,100.00
471,100.00
471,100.00
471,95.00
472,100.00
472,85.00
473,85.00
473,100.00
473,100.00
474,100.00
474,100.00
474,85.00
475,90.00
475,100.00
475,95.00
475,100.00
476,85.00
476,100.00
476,85.00
476,100.00
477,95.00
477,95.00
477,85.00
477,95.00
477,95.00
477,85.00
477,85.00
478,85.00
478,100.00
479,85.00
480,85.00
480,100.00
480,95.00
480,100.00
481,85.00
481,95.00
481,100.00
482,95.00
482,90.00
482,85.00
483,95.00
483,100.00
483,90.00
483,90.00
483,95.00
484,95.00
484,85.00
484,100.00
484,90.00
484,85.00
485,95.00
485,95.00
485,95.00
485,95.00
485,85.00
486,100.00
486,85.00
486,85.00
486,100.00
486,85.00
487,90.00
487,85.00
487,95.00
488,90.00
488,95.00
488,90.00
488,90.00
488,95.00
489,95.00
489,100.00
490,95.00
490,95.00
491,100.00
491,85.00
491,90.00
491,100.00
492,90.00
492,100.00
493,95.00
494,85.00
494,85.00
494,95.00
494,90.00
495,85.00
495,95.00
496,95.00
496,95.00
496,90.00
497,85.00
498,90.00
498,90.00
498,85.00
499,90.00
499,100.00
500,90.00
500,90.00
502,85.00
502,100.00
502,95.00
502,90.00
502,90.00
503,100.00
503,100.00
503,85.00
504,90.00
504,85.00
505,95.00
505,85.00
505,100.00
505,85.00
505,90.00
505,85.00
506,100.00
506,100.00
507,90.00
507,90.00
507,85.00
508,95.00
508,100.00
509,100.00
509,95.00
509,85.00
509,85.00
509,100.00
510,85.00
510,85.00
510,85.00
510,100.00
511,85.00
511,100.00
511,100.00
512,90.00
512,85.00
512,85.00
513,85.00
513,85.00
513,90.00
513,95.00
513,95.00
514,95.00
514,100.00
515,95.00
515,90.00
515,95.00
516,100.00
516,95.00
516,85.00
516,90.00
517,95.00
517,100.00
517,100.00
518,95.00
518,100.00
518,85.00
520,95.00
520,90.00
520,90.00
521,85.00
521,85.00
522,95.00
522,95.00
523,85.00
523,100.00
523,90.00
523,90.00
524,90.00
524,100.00
524,100.00
524,90.00
525,90.00
525,85.00
525,100.00
525,85.00
525,100.00
526,95.00
526,95.00
526,90.00
527,90.00
527,85.00
527,85.00
528,90.00
528,90.00
528,85.00
528,85.00
528,90.00
529,90.00
529,90.00
530,95.00
530,90.00
530,100.00
530,100.00
531,100.00
531,100.00
531,85.00
531,90.00
531,90.00
531,95.00
532,90.00
532,95.00
532,85.00
533,95.00
533,85.00
533,95.00
533,95.00
533,90.00
533,90.00
534,100.00
534,90.00
534,90.00
535,95.00
535,95.00
535,100.00
535,100.00
536,90.00
536,90.00
536,95.00
537,100.00
537,85.00
538,90.00
538,85.00
538,85.00
538,85.00
539,90.00
540,85.00
540,95.00
540,100.00
541,90.00
541,90.00
542,100.00
542,100.00
542,85.00
542,100.00
542,100.00
542,100.00
542,100.00
543,85.00
543,90.00
544,95.00
544,100.00
545,90.00
545,90.00
545,95.00
545,95.00
546,85.00
547,95.00
547,85.00
547,90.00
548,100.00
548,100.00
549,95.00
549,95.00
549,85.00
550,95.00
550,90.00
550,100.00
550,90.00
550,100.00
551,85.00
551,85.00
551,90.00
551,90.00
552,95.00
552,95.00
553,95.00
553,90.00
553,90.00
553,90.00
554,90.00
554,85.00
554,85.00
554,95.00
555,95.00
555,85.00
555,100.00
555,85.00
556,100.00
556,95.00
557,95.00
558,90.00
558,85.00
558,90.00
558,100.00
559,95.00
559,95.00
559,90.00
560,100.00
560,90.00
561,95.00
561,100.00
561,90.00
561,90.00
562,85.00
562,95.00
563,95.00
563,100.00
564,90.00
564,100.00
564,95.00
564,95.00
565,85.00
565,100.00
565,85.00
565,90.00
565,85.00
566,100.00
566,85.00
566,90.00
566,95.00
567,90.00
567,95.00
568,90.00
568,100.00
568,95.00
568,85.00
568,95.00
568,85.00
568,90.00
569,95.00
569,95.00
569,85.00
569,90.00
569,95.00
570,90.00
570,90.00
570,90.00
570,85.00
571,90.00
571,100.00
572,90.00
573,100.00
573,85.00
574,95.00
574,90.00
575,100.00
575,85.00
575,85.00
575,90.00
576,90.00
576,90.00
577,100.00
577,85.00
577,85.00
577,95.00
577,90.00
578,95.00
