topic_id,video_title,duration
142,Video Lesson for Topic 142,10:00
143,Video Lesson for Topic 143,08:15
144,Video Lesson for Topic 144,05:30
145,Video Lesson for Topic 145,08:15
146,Video Lesson for Topic 146,12:45
147,Video Lesson for Topic 147,05:30
148,Video Lesson for Topic 148,15:20
149,Video Lesson for Topic 149,20:00
150,Video Lesson for Topic 150,10:00
151,Video Lesson for Topic 151,10:00
152,Video Lesson for Topic 152,08:15
153,Video Lesson for Topic 153,30:00:00
154,Video Lesson for Topic 154,25:30:00
155,Video Lesson for Topic 155,08:15
156,Video Lesson for Topic 156,20:00
157,Video Lesson for Topic 157,10:00
158,Video Lesson for Topic 158,25:30:00
159,Video Lesson for Topic 159,20:00
160,Video Lesson for Topic 160,10:00
161,Video Lesson for Topic 161,30:00:00
162,Video Lesson for Topic 162,18:10
163,Video Lesson for Topic 163,15:20
164,Video Lesson for Topic 164,10:00
165,Video Lesson for Topic 165,10:00
166,Video Lesson for Topic 166,10:00
167,Video Lesson for Topic 167,18:10
168,Video Lesson for Topic 168,05:30
169,Video Lesson for Topic 169,15:20
170,Video Lesson for Topic 170,08:15
171,Video Lesson for Topic 171,10:00
172,Video Lesson for Topic 172,08:15
173,Video Lesson for Topic 173,30:00:00
174,Video Lesson for Topic 174,12:45
175,Video Lesson for Topic 175,18:10
176,Video Lesson for Topic 176,15:20
177,Video Lesson for Topic 177,30:00:00
178,Video Lesson for Topic 178,25:30:00
179,Video Lesson for Topic 179,25:30:00
180,Video Lesson for Topic 180,20:00
181,Video Lesson for Topic 181,05:30
182,Video Lesson for Topic 182,25:30:00
183,Video Lesson for Topic 183,08:15
184,Video Lesson for Topic 184,12:45
185,Video Lesson for Topic 185,30:00:00
186,Video Lesson for Topic 186,05:30
187,Video Lesson for Topic 187,18:10
188,Video Lesson for Topic 188,15:20
189,Video Lesson for Topic 189,08:15
190,Video Lesson for Topic 190,30:00:00
191,Video Lesson for Topic 191,10:00
192,Video Lesson for Topic 192,05:30
193,Video Lesson for Topic 193,30:00:00
194,Video Lesson for Topic 194,15:20
195,Video Lesson for Topic 195,08:15
196,Video Lesson for Topic 196,05:30
197,Video Lesson for Topic 197,18:10
198,Video Lesson for Topic 198,20:00
199,Video Lesson for Topic 199,25:30:00
200,Video Lesson for Topic 200,30:00:00
201,Video Lesson for Topic 201,05:30
202,Video Lesson for Topic 202,15:20
203,Video Lesson for Topic 203,05:30
204,Video Lesson for Topic 204,05:30
205,Video Lesson for Topic 205,15:20
206,Video Lesson for Topic 206,20:00
207,Video Lesson for Topic 207,20:00
208,Video Lesson for Topic 208,15:20
209,Video Lesson for Topic 209,30:00:00
210,Video Lesson for Topic 210,25:30:00
211,Video Lesson for Topic 211,25:30:00
212,Video Lesson for Topic 212,18:10
213,Video Lesson for Topic 213,12:45
214,Video Lesson for Topic 214,20:00
215,Video Lesson for Topic 215,12:45
216,Video Lesson for Topic 216,08:15
217,Video Lesson for Topic 217,20:00
218,Video Lesson for Topic 218,15:20
219,Video Lesson for Topic 219,30:00:00
220,Video Lesson for Topic 220,10:00
221,Video Lesson for Topic 221,18:10
222,Video Lesson for Topic 222,25:30:00
223,Video Lesson for Topic 223,25:30:00
224,Video Lesson for Topic 224,12:45
225,Video Lesson for Topic 225,10:00
226,Video Lesson for Topic 226,20:00
227,Video Lesson for Topic 227,08:15
228,Video Lesson for Topic 228,10:00
229,Video Lesson for Topic 229,20:00
230,Video Lesson for Topic 230,08:15
231,Video Lesson for Topic 231,10:00
232,Video Lesson for Topic 232,12:45
233,Video Lesson for Topic 233,20:00
234,Video Lesson for Topic 234,10:00
235,Video Lesson for Topic 235,30:00:00
236,Video Lesson for Topic 236,08:15
237,Video Lesson for Topic 237,10:00
238,Video Lesson for Topic 238,20:00
239,Video Lesson for Topic 239,12:45
240,Video Lesson for Topic 240,10:00
241,Video Lesson for Topic 241,15:20
242,Video Lesson for Topic 242,05:30
243,Video Lesson for Topic 243,05:30
244,Video Lesson for Topic 244,20:00
245,Video Lesson for Topic 245,12:45
246,Video Lesson for Topic 246,05:30
247,Video Lesson for Topic 247,20:00
248,Video Lesson for Topic 248,15:20
249,Video Lesson for Topic 249,05:30
250,Video Lesson for Topic 250,10:00
251,Video Lesson for Topic 251,05:30
252,Video Lesson for Topic 252,25:30:00
253,Video Lesson for Topic 253,25:30:00
254,Video Lesson for Topic 254,12:45
255,Video Lesson for Topic 255,05:30
256,Video Lesson for Topic 256,10:00
257,Video Lesson for Topic 257,10:00
258,Video Lesson for Topic 258,12:45
259,Video Lesson for Topic 259,15:20
260,Video Lesson for Topic 260,08:15
261,Video Lesson for Topic 261,18:10
262,Video Lesson for Topic 262,05:30
263,Video Lesson for Topic 263,30:00:00
264,Video Lesson for Topic 264,10:00
265,Video Lesson for Topic 265,15:20
266,Video Lesson for Topic 266,05:30
267,Video Lesson for Topic 267,18:10
268,Video Lesson for Topic 268,25:30:00
269,Video Lesson for Topic 269,25:30:00
270,Video Lesson for Topic 270,30:00:00
271,Video Lesson for Topic 271,20:00
272,Video Lesson for Topic 272,05:30
273,Video Lesson for Topic 273,18:10
274,Video Lesson for Topic 274,08:15
275,Video Lesson for Topic 275,10:00
276,Video Lesson for Topic 276,15:20
277,Video Lesson for Topic 277,05:30
278,Video Lesson for Topic 278,05:30
279,Video Lesson for Topic 279,12:45
280,Video Lesson for Topic 280,15:20
281,Video Lesson for Topic 281,15:20
282,Video Lesson for Topic 282,15:20
283,Video Lesson for Topic 283,10:00
284,Video Lesson for Topic 284,12:45
285,Video Lesson for Topic 285,12:45
286,Video Lesson for Topic 286,15:20
287,Video Lesson for Topic 287,12:45
288,Video Lesson for Topic 288,05:30
289,Video Lesson for Topic 289,20:00
290,Video Lesson for Topic 290,10:00
291,Video Lesson for Topic 291,12:45
292,Video Lesson for Topic 292,05:30
293,Video Lesson for Topic 293,20:00
294,Video Lesson for Topic 294,10:00
295,Video Lesson for Topic 295,25:30:00
296,Video Lesson for Topic 296,12:45
297,Video Lesson for Topic 297,25:30:00
298,Video Lesson for Topic 298,12:45
299,Video Lesson for Topic 299,20:00
300,Video Lesson for Topic 300,12:45
301,Video Lesson for Topic 301,12:45
302,Video Lesson for Topic 302,12:45
303,Video Lesson for Topic 303,20:00
304,Video Lesson for Topic 304,15:20
305,Video Lesson for Topic 305,18:10
306,Video Lesson for Topic 306,10:00
307,Video Lesson for Topic 307,30:00:00
308,Video Lesson for Topic 308,20:00
309,Video Lesson for Topic 309,08:15
310,Video Lesson for Topic 310,30:00:00
311,Video Lesson for Topic 311,30:00:00
312,Video Lesson for Topic 312,08:15
313,Video Lesson for Topic 313,30:00:00
314,Video Lesson for Topic 314,25:30:00
315,Video Lesson for Topic 315,30:00:00
316,Video Lesson for Topic 316,12:45
317,Video Lesson for Topic 317,05:30
318,Video Lesson for Topic 318,05:30
319,Video Lesson for Topic 319,08:15
320,Video Lesson for Topic 320,08:15
321,Video Lesson for Topic 321,18:10
322,Video Lesson for Topic 322,05:30
323,Video Lesson for Topic 323,25:30:00
324,Video Lesson for Topic 324,30:00:00
325,Video Lesson for Topic 325,30:00:00
326,Video Lesson for Topic 326,25:30:00
327,Video Lesson for Topic 327,30:00:00
328,Video Lesson for Topic 328,05:30
329,Video Lesson for Topic 329,12:45
330,Video Lesson for Topic 330,30:00:00
331,Video Lesson for Topic 331,05:30
332,Video Lesson for Topic 332,25:30:00
333,Video Lesson for Topic 333,25:30:00
334,Video Lesson for Topic 334,25:30:00
335,Video Lesson for Topic 335,30:00:00
336,Video Lesson for Topic 336,18:10
337,Video Lesson for Topic 337,18:10
338,Video Lesson for Topic 338,08:15
339,Video Lesson for Topic 339,12:45
340,Video Lesson for Topic 340,08:15
341,Video Lesson for Topic 341,10:00
342,Video Lesson for Topic 342,10:00
343,Video Lesson for Topic 343,10:00
344,Video Lesson for Topic 344,15:20
345,Video Lesson for Topic 345,30:00:00
346,Video Lesson for Topic 346,18:10
347,Video Lesson for Topic 347,30:00:00
348,Video Lesson for Topic 348,18:10
349,Video Lesson for Topic 349,10:00
350,Video Lesson for Topic 350,20:00
351,Video Lesson for Topic 351,12:45
352,Video Lesson for Topic 352,05:30
353,Video Lesson for Topic 353,10:00
354,Video Lesson for Topic 354,25:30:00
355,Video Lesson for Topic 355,20:00
356,Video Lesson for Topic 356,08:15
357,Video Lesson for Topic 357,20:00
358,Video Lesson for Topic 358,10:00
359,Video Lesson for Topic 359,12:45
360,Video Lesson for Topic 360,15:20
361,Video Lesson for Topic 361,05:30
362,Video Lesson for Topic 362,12:45
363,Video Lesson for Topic 363,18:10
364,Video Lesson for Topic 364,10:00
365,Video Lesson for Topic 365,30:00:00
366,Video Lesson for Topic 366,25:30:00
367,Video Lesson for Topic 367,25:30:00
368,Video Lesson for Topic 368,08:15
369,Video Lesson for Topic 369,12:45
370,Video Lesson for Topic 370,08:15
371,Video Lesson for Topic 371,15:20
372,Video Lesson for Topic 372,10:00
373,Video Lesson for Topic 373,25:30:00
374,Video Lesson for Topic 374,10:00
375,Video Lesson for Topic 375,10:00
376,Video Lesson for Topic 376,25:30:00
377,Video Lesson for Topic 377,25:30:00
378,Video Lesson for Topic 378,18:10
379,Video Lesson for Topic 379,15:20
380,Video Lesson for Topic 380,15:20
381,Video Lesson for Topic 381,12:45
382,Video Lesson for Topic 382,08:15
383,Video Lesson for Topic 383,05:30
384,Video Lesson for Topic 384,08:15
385,Video Lesson for Topic 385,30:00:00
386,Video Lesson for Topic 386,15:20
387,Video Lesson for Topic 387,05:30
388,Video Lesson for Topic 388,25:30:00
389,Video Lesson for Topic 389,15:20
390,Video Lesson for Topic 390,25:30:00
391,Video Lesson for Topic 391,18:10
392,Video Lesson for Topic 392,15:20
393,Video Lesson for Topic 393,10:00
394,Video Lesson for Topic 394,10:00
395,Video Lesson for Topic 395,18:10
396,Video Lesson for Topic 396,10:00
397,Video Lesson for Topic 397,10:00
398,Video Lesson for Topic 398,15:20
399,Video Lesson for Topic 399,25:30:00
400,Video Lesson for Topic 400,25:30:00
401,Video Lesson for Topic 401,10:00
402,Video Lesson for Topic 402,20:00
403,Video Lesson for Topic 403,08:15
404,Video Lesson for Topic 404,12:45
405,Video Lesson for Topic 405,05:30
406,Video Lesson for Topic 406,25:30:00
407,Video Lesson for Topic 407,18:10
408,Video Lesson for Topic 408,25:30:00
409,Video Lesson for Topic 409,18:10
410,Video Lesson for Topic 410,05:30
411,Video Lesson for Topic 411,10:00
412,Video Lesson for Topic 412,08:15
413,Video Lesson for Topic 413,20:00
414,Video Lesson for Topic 414,20:00
415,Video Lesson for Topic 415,08:15
416,Video Lesson for Topic 416,15:20
417,Video Lesson for Topic 417,18:10
418,Video Lesson for Topic 418,18:10
419,Video Lesson for Topic 419,30:00:00
420,Video Lesson for Topic 420,05:30
421,Video Lesson for Topic 421,25:30:00
422,Video Lesson for Topic 422,10:00
423,Video Lesson for Topic 423,05:30
424,Video Lesson for Topic 424,08:15
425,Video Lesson for Topic 425,10:00
426,Video Lesson for Topic 426,18:10
427,Video Lesson for Topic 427,15:20
428,Video Lesson for Topic 428,15:20
429,Video Lesson for Topic 429,05:30
430,Video Lesson for Topic 430,30:00:00
431,Video Lesson for Topic 431,08:15
432,Video Lesson for Topic 432,18:10
433,Video Lesson for Topic 433,15:20
434,Video Lesson for Topic 434,10:00
435,Video Lesson for Topic 435,20:00
436,Video Lesson for Topic 436,10:00
437,Video Lesson for Topic 437,20:00
438,Video Lesson for Topic 438,20:00
439,Video Lesson for Topic 439,20:00
440,Video Lesson for Topic 440,08:15
441,Video Lesson for Topic 441,20:00
442,Video Lesson for Topic 442,20:00
443,Video Lesson for Topic 443,20:00
444,Video Lesson for Topic 444,12:45
445,Video Lesson for Topic 445,10:00
446,Video Lesson for Topic 446,30:00:00
447,Video Lesson for Topic 447,12:45
448,Video Lesson for Topic 448,05:30
449,Video Lesson for Topic 449,08:15
450,Video Lesson for Topic 450,08:15
451,Video Lesson for Topic 451,12:45
452,Video Lesson for Topic 452,12:45
453,Video Lesson for Topic 453,05:30
454,Video Lesson for Topic 454,05:30
455,Video Lesson for Topic 455,15:20
456,Video Lesson for Topic 456,15:20
457,Video Lesson for Topic 457,08:15
458,Video Lesson for Topic 458,10:00
459,Video Lesson for Topic 459,25:30:00
460,Video Lesson for Topic 460,15:20
461,Video Lesson for Topic 461,18:10
462,Video Lesson for Topic 462,18:10
463,Video Lesson for Topic 463,08:15
464,Video Lesson for Topic 464,05:30
465,Video Lesson for Topic 465,20:00
466,Video Lesson for Topic 466,12:45
467,Video Lesson for Topic 467,12:45
468,Video Lesson for Topic 468,30:00:00
469,Video Lesson for Topic 469,10:00
470,Video Lesson for Topic 470,25:30:00
471,Video Lesson for Topic 471,15:20
472,Video Lesson for Topic 472,12:45
473,Video Lesson for Topic 473,20:00
474,Video Lesson for Topic 474,18:10
475,Video Lesson for Topic 475,05:30
476,Video Lesson for Topic 476,05:30
477,Video Lesson for Topic 477,10:00
478,Video Lesson for Topic 478,20:00
479,Video Lesson for Topic 479,30:00:00
480,Video Lesson for Topic 480,18:10
481,Video Lesson for Topic 481,15:20
482,Video Lesson for Topic 482,25:30:00
483,Video Lesson for Topic 483,05:30
484,Video Lesson for Topic 484,10:00
485,Video Lesson for Topic 485,30:00:00
486,Video Lesson for Topic 486,05:30
487,Video Lesson for Topic 487,15:20
488,Video Lesson for Topic 488,10:00
489,Video Lesson for Topic 489,18:10
490,Video Lesson for Topic 490,18:10
491,Video Lesson for Topic 491,12:45
492,Video Lesson for Topic 492,18:10
493,Video Lesson for Topic 493,10:00
494,Video Lesson for Topic 494,18:10
495,Video Lesson for Topic 495,10:00
496,Video Lesson for Topic 496,15:20
497,Video Lesson for Topic 497,08:15
498,Video Lesson for Topic 498,20:00
499,Video Lesson for Topic 499,05:30
500,Video Lesson for Topic 500,25:30:00
501,Video Lesson for Topic 501,18:10
502,Video Lesson for Topic 502,08:15
503,Video Lesson for Topic 503,18:10
504,Video Lesson for Topic 504,25:30:00
505,Video Lesson for Topic 505,05:30
506,Video Lesson for Topic 506,30:00:00
507,Video Lesson for Topic 507,08:15
508,Video Lesson for Topic 508,12:45
509,Video Lesson for Topic 509,10:00
510,Video Lesson for Topic 510,05:30
511,Video Lesson for Topic 511,30:00:00
512,Video Lesson for Topic 512,12:45
513,Video Lesson for Topic 513,08:15
514,Video Lesson for Topic 514,25:30:00
515,Video Lesson for Topic 515,08:15
516,Video Lesson for Topic 516,15:20
517,Video Lesson for Topic 517,10:00
518,Video Lesson for Topic 518,30:00:00
519,Video Lesson for Topic 519,30:00:00
520,Video Lesson for Topic 520,10:00
521,Video Lesson for Topic 521,12:45
522,Video Lesson for Topic 522,25:30:00
523,Video Lesson for Topic 523,08:15
524,Video Lesson for Topic 524,08:15
525,Video Lesson for Topic 525,12:45
526,Video Lesson for Topic 526,12:45
527,Video Lesson for Topic 527,15:20
528,Video Lesson for Topic 528,15:20
529,Video Lesson for Topic 529,30:00:00
530,Video Lesson for Topic 530,20:00
531,Video Lesson for Topic 531,20:00
532,Video Lesson for Topic 532,25:30:00
533,Video Lesson for Topic 533,20:00
534,Video Lesson for Topic 534,05:30
535,Video Lesson for Topic 535,05:30
536,Video Lesson for Topic 536,20:00
537,Video Lesson for Topic 537,30:00:00
538,Video Lesson for Topic 538,25:30:00
539,Video Lesson for Topic 539,15:20
540,Video Lesson for Topic 540,05:30
541,Video Lesson for Topic 541,15:20
542,Video Lesson for Topic 542,25:30:00
543,Video Lesson for Topic 543,18:10
544,Video Lesson for Topic 544,08:15
545,Video Lesson for Topic 545,15:20
546,Video Lesson for Topic 546,18:10
547,Video Lesson for Topic 547,18:10
548,Video Lesson for Topic 548,30:00:00
549,Video Lesson for Topic 549,10:00
550,Video Lesson for Topic 550,18:10
551,Video Lesson for Topic 551,15:20
552,Video Lesson for Topic 552,30:00:00
553,Video Lesson for Topic 553,18:10
554,Video Lesson for Topic 554,12:45
555,Video Lesson for Topic 555,30:00:00
556,Video Lesson for Topic 556,12:45
557,Video Lesson for Topic 557,05:30
558,Video Lesson for Topic 558,18:10
559,Video Lesson for Topic 559,10:00
560,Video Lesson for Topic 560,30:00:00
561,Video Lesson for Topic 561,10:00
562,Video Lesson for Topic 562,25:30:00
563,Video Lesson for Topic 563,18:10
564,Video Lesson for Topic 564,18:10
565,Video Lesson for Topic 565,30:00:00
566,Video Lesson for Topic 566,05:30
567,Video Lesson for Topic 567,20:00
568,Video Lesson for Topic 568,15:20
569,Video Lesson for Topic 569,12:45
570,Video Lesson for Topic 570,10:00
571,Video Lesson for Topic 571,20:00
572,Video Lesson for Topic 572,10:00
573,Video Lesson for Topic 573,25:30:00
574,Video Lesson for Topic 574,18:10
575,Video Lesson for Topic 575,15:20
576,Video Lesson for Topic 576,25:30:00
577,Video Lesson for Topic 577,20:00
578,Video Lesson for Topic 578,05:30
579,Video Lesson for Topic 579,15:20
580,Video Lesson for Topic 580,30:00:00
581,Video Lesson for Topic 581,18:10
582,Video Lesson for Topic 582,05:30
583,Video Lesson for Topic 583,05:30
584,Video Lesson for Topic 584,12:45
585,Video Lesson for Topic 585,12:45
586,Video Lesson for Topic 586,10:00
587,Video Lesson for Topic 587,08:15
588,Video Lesson for Topic 588,20:00
589,Video Lesson for Topic 589,30:00:00
590,Video Lesson for Topic 590,18:10
591,Video Lesson for Topic 591,18:10
592,Video Lesson for Topic 592,12:45
593,Video Lesson for Topic 593,12:45
594,Video Lesson for Topic 594,25:30:00
595,Video Lesson for Topic 595,15:20
596,Video Lesson for Topic 596,25:30:00
597,Video Lesson for Topic 597,15:20
598,Video Lesson for Topic 598,12:45
599,Video Lesson for Topic 599,08:15
600,Video Lesson for Topic 600,15:20
601,Video Lesson for Topic 601,08:15
602,Video Lesson for Topic 602,05:30
603,Video Lesson for Topic 603,10:00
604,Video Lesson for Topic 604,18:10
605,Video Lesson for Topic 605,15:20
606,Video Lesson for Topic 606,25:30:00
607,Video Lesson for Topic 607,15:20
608,Video Lesson for Topic 608,10:00
609,Video Lesson for Topic 609,05:30
610,Video Lesson for Topic 610,15:20
611,Video Lesson for Topic 611,30:00:00
612,Video Lesson for Topic 612,20:00
613,Video Lesson for Topic 613,10:00
614,Video Lesson for Topic 614,18:10
615,Video Lesson for Topic 615,15:20
616,Video Lesson for Topic 616,08:15
617,Video Lesson for Topic 617,15:20
618,Video Lesson for Topic 618,20:00
619,Video Lesson for Topic 619,08:15
620,Video Lesson for Topic 620,12:45
621,Video Lesson for Topic 621,25:30:00
622,Video Lesson for Topic 622,18:10
623,Video Lesson for Topic 623,05:30
624,Video Lesson for Topic 624,25:30:00
625,Video Lesson for Topic 625,20:00
626,Video Lesson for Topic 626,25:30:00
627,Video Lesson for Topic 627,20:00
628,Video Lesson for Topic 628,30:00:00
629,Video Lesson for Topic 629,15:20
630,Video Lesson for Topic 630,05:30
631,Video Lesson for Topic 631,15:20
632,Video Lesson for Topic 632,25:30:00
633,Video Lesson for Topic 633,20:00
634,Video Lesson for Topic 634,18:10
635,Video Lesson for Topic 635,15:20
636,Video Lesson for Topic 636,30:00:00
637,Video Lesson for Topic 637,12:45
638,Video Lesson for Topic 638,05:30
639,Video Lesson for Topic 639,05:30
640,Video Lesson for Topic 640,15:20
641,Video Lesson for Topic 641,25:30:00
642,Video Lesson for Topic 642,20:00
643,Video Lesson for Topic 643,30:00:00
644,Video Lesson for Topic 644,05:30
645,Video Lesson for Topic 645,05:30
646,Video Lesson for Topic 646,05:30
647,Video Lesson for Topic 647,12:45
648,Video Lesson for Topic 648,15:20
649,Video Lesson for Topic 649,08:15
650,Video Lesson for Topic 650,20:00
651,Video Lesson for Topic 651,08:15
652,Video Lesson for Topic 652,05:30
653,Video Lesson for Topic 653,12:45
654,Video Lesson for Topic 654,05:30
655,Video Lesson for Topic 655,12:45
656,Video Lesson for Topic 656,20:00
657,Video Lesson for Topic 657,08:15
658,Video Lesson for Topic 658,12:45
659,Video Lesson for Topic 659,18:10
660,Video Lesson for Topic 660,10:00
661,Video Lesson for Topic 661,10:00
662,Video Lesson for Topic 662,15:20
663,Video Lesson for Topic 663,25:30:00
664,Video Lesson for Topic 664,08:15
665,Video Lesson for Topic 665,20:00
666,Video Lesson for Topic 666,05:30
667,Video Lesson for Topic 667,08:15
668,Video Lesson for Topic 668,15:20
669,Video Lesson for Topic 669,30:00:00
670,Video Lesson for Topic 670,12:45
671,Video Lesson for Topic 671,15:20
672,Video Lesson for Topic 672,12:45
673,Video Lesson for Topic 673,05:30
674,Video Lesson for Topic 674,12:45
675,Video Lesson for Topic 675,15:20
676,Video Lesson for Topic 676,18:10
677,Video Lesson for Topic 677,25:30:00
678,Video Lesson for Topic 678,12:45
679,Video Lesson for Topic 679,20:00
680,Video Lesson for Topic 680,12:45
681,Video Lesson for Topic 681,10:00
682,Video Lesson for Topic 682,30:00:00
683,Video Lesson for Topic 683,25:30:00
684,Video Lesson for Topic 684,10:00
685,Video Lesson for Topic 685,25:30:00
686,Video Lesson for Topic 686,20:00
687,Video Lesson for Topic 687,25:30:00
688,Video Lesson for Topic 688,05:30
689,Video Lesson for Topic 689,05:30
690,Video Lesson for Topic 690,30:00:00
691,Video Lesson for Topic 691,08:15
692,Video Lesson for Topic 692,25:30:00
693,Video Lesson for Topic 693,05:30
694,Video Lesson for Topic 694,25:30:00
695,Video Lesson for Topic 695,05:30
696,Video Lesson for Topic 696,08:15
697,Video Lesson for Topic 697,10:00
698,Video Lesson for Topic 698,25:30:00
699,Video Lesson for Topic 699,18:10
700,Video Lesson for Topic 700,12:45
701,Video Lesson for Topic 701,30:00:00
702,Video Lesson for Topic 702,08:15
703,Video Lesson for Topic 703,12:45
704,Video Lesson for Topic 704,25:30:00
705,Video Lesson for Topic 705,08:15
706,Video Lesson for Topic 706,10:00
707,Video Lesson for Topic 707,15:20
708,Video Lesson for Topic 708,08:15
709,Video Lesson for Topic 709,05:30
710,Video Lesson for Topic 710,20:00
711,Video Lesson for Topic 711,10:00
712,Video Lesson for Topic 712,15:20
713,Video Lesson for Topic 713,08:15
714,Video Lesson for Topic 714,05:30
715,Video Lesson for Topic 715,15:20
716,Video Lesson for Topic 716,25:30:00
717,Video Lesson for Topic 717,20:00
718,Video Lesson for Topic 718,30:00:00
